titre_commentaire,commentaire,Mois_Avis,Annee_Avis,Ville,Pays,Mois_Sejour,Annee_Sejour,Note,Photo,langue
"['vintage', 'sympa']","['sympa', 'peu', 'vintagea', 'moderniser', 'chambre', 'sympa', 'salle', 'bain', 'trop', 'enfants', 'très', 'content', 'ambiance', 'assez', 'colorée', 'espere', 'serum', 'moderniser', 'comme', 'parc', 'disneymerci']",mars,2022,Paris, France,décembre,2016,3,no,fr
"['bons', 'service', 'hôteliers', 'simple']","['bon', 'hôtel', 'chambre', 'simple', 'bons', 'lit', 'belle', 'salle', 'bain', 'propre', 'thème', 'voitures', 'accueil', 'clair', 'sympathique', 'restaurant', 'bon', 'petit', 'déjeuner', 'large', 'choix', 'soir', 'buffet', 'certainement', 'bon', 'hôtel', 'distance', 'marche', 'parcs', 'trouvez', 'trop', 'loin', 'pied', 'aussi', 'navette']",mars,2022,Goes, Pays-Bas,novembre,2016,4,no,nl
['magique'],"['super', 'hôtel', 'sans', 'aucun', 'doute', 'peine', 'plus', 'étoiles', 'chambres', 'joliment', 'décorées', 'style', 'voitures', 'petit', 'déjeuner', 'bien', 'buffet', 'pouvez', 'rendre', 'peut', 'désirer', 'nuit', 'calme']",mars,2022,Heusden-Zolder, Belgique,janvier,2017,5,no,fr
"['vacances', 'famille']","['séjourné', 'appartements', 'maison', 'santa', 'agréable', 'propre', 'seul', 'reproche', 'clés', 'chambre', 'fonctionnent', 'très', 'bien', 'devon', 'demander', 'aide', 'ouvrir', 'porte', 'plusieurs', 'fois', 'principal', 'conseil', 'compris', 'assurezvous', 'réserver', 'restaurant', 'jour', 'arrivée', 'raté', 'bon', 'endroit', 'manger', 'dit', 'complet', 'lorsque', 'endroit', 'moitié', 'vide', 'finissons', 'restauration', 'rapide', 'pendant', 'quelques', 'jours']",mars,2022,Lynn du roi, Royaume-Uni,février,2017,4,no,en
"['bon', 'voyage']","['passé', 'bon', 'moment', 'part', 'pluie', 'peut', 'être', 'évité', 'réserver', 'définitivement', 'restaurant', 'avant', 'partir', 'tous', 'complets', 'quand', 'somme', 'arrivés', 'làbas', 'raison', 'autisme', 'fils', 'obtenir', 'carte', 'ferait', 'éviter', 'longues', 'file', 'attente', 'incroyable', 'ensemble', 'bon', 'voyage', 'suffit', 'dépenser', 'beaucoup', 'argent', 'très', 'cher']",mars,2022,barry,None,mars,2017,4,no,en
"['tres', 'bon', 'sejour']","['rien', 'dire', 'super', 'séjour', 'hotel', 'très', 'bien', 'placé', 'simple', 'efficace', 'petit', 'déjeuner', 'copieux', 'tous', 'gout', 'file', 'attente', 'arrivée', 'petit', 'déj', 'peut', 'faire', 'peur', 'avance', 'très', 'vite', 'équipe', 'accueillante', 'rapide', 'efficace']",mars,2022,poitou charentes,None,février,2017,4,no,fr
"['bon', 'séjour', 'famille']","['bon', 'séjour', 'famille', 'parc', 'magique', 'féerique', 'toujours', 'autant', 'rire', 'émotions', 'tous', 'long', 'séjour', 'bien', 'trop', 'court', 'comme', 'habitude', 'refaire', 'possible', 'merci', 'tous', 'cast', 'member']",mars,2022,Le Pont De Claix,None,mars,2017,3,no,fr
['bien'],"['général', 'hôtel', 'très', 'bien', 'rénové', 'chambre', 'deux', 'grand', 'lit', 'nouveaux', 'matelas', 'nettoyage', 'fabuleux', 'très', 'belle', 'chambre', 'inspirée', 'film', 'voiture', 'vérité', 'hôtel', 'surpris', 'bon']",mars,2022,Benavente, Espagne,février,2017,5,no,es
['excellent'],"['ete', 'santa', 'trois', 'jours', 'deux', 'nuits', 'personnel', 'top', 'trouver', 'chambre', 'matin', 'quznd', 'arriver', 'alors', 'normalement', 'chambre', 'très', 'propre', 'lit', 'très', 'confortable', 'petit', 'déjeuner', 'vraiment', 'top', 'faut', 'aller', 'tôt', 'sinon', 'plus', 'jus', 'orange', 'pain', 'chocolat', 'sinon', 'délicieux']",mars,2022,La Grande Motte, France,février,2017,4,no,fr
"['trois', 'jours', 'inoubliables']","['gentillesse', 'personnelslocaux', 'propres', 'spacieuxchambre', 'propre', 'agreablela', 'salle', 'bain', 'ainsi', 'sanitaires', 'propres', 'entretenussejour', 'tres', 'agreable', 'plein', 'decouvertehotel', 'tres', 'bien']",mars,2022,Toulon, France,février,2017,5,no,fr
['génial'],"['extraordinairement', 'génial', 'meilleur', 'séjour', 'passé', 'service', 'hôtel', 'géniaux', 'employés', 'parcs', 'impeccable', 'ambiance', 'simplement', 'magique', 'cadre', 'magnifique', 'hâte', 'revenir']",mars,2022,Ajaccio,None,février,2017,5,no,fr
"['beau', 'voyage', 'famille']","['excellent', 'hôtel', 'familles', 'enfants', 'chambres', 'agréables', 'aiment', 'voitures', 'nourriture', 'canina', 'savoureuse', 'bon', 'hôtel', 'veulent', 'dépenser', 'trop', 'argent', 'veulent', 'profiter', 'maximum', 'parc', 'après', 'chambres', 'parc']",mars,2022,Stekene,None,mars,2017,4,no,nl
"['bon', 'hôtel', 'propre', 'basique']","['santa', 'fait', 'comme', 'pensait', 'luxe', 'superflu', 'propre', 'bien', 'situé', 'séjour', 'faisant', 'parcs', 'chambre', 'bonne', 'taille', 'adultes', 'enfants', 'près', 'réception', 'restaurant', 'problème', 'gen', 'audessus', 'beucoup', 'trop', 'bruyant', 'soir', 'environ', 'appelé', 'réception', 'fait', 'plus', 'parlait', 'restaurant', 'cantina', 'animée', 'inconfortables', 'nourriture', 'bonne', 'très', 'variée', 'personnel', 'hôtel', 'souriant', 'serviable', 'besoin', 'adaptateur', 'louer', 'dépôt', 'euro', 'également', 'demandé', 'bouilloire', 'donné', 'rien', 'redire', 'hôtel']",mars,2022,Londres, Royaume-Uni,février,2017,5,no,fr
"['trop', 'cher']","['bouilloire', 'chambres', 'chaînes', 'télévision', 'papier', 'toilette', 'tellement', 'petite', 'fallait', 'demande', 'sans', 'arrêt', 'très', 'cher', 'bar', 'euro', 'demi', 'pinte', 'file', 'attente', 'trop']",mars,2022,London, United Kingdom,février,2017,3,no,fr
"['hôtel', 'petit', 'déjeuner']","['rien', 'redire', 'hôtel', 'trouvé', 'petit', 'déjeuner', 'scandaleux', 'payé', 'pouvions', 'file', 'attente', 'peutêtre', 'personnes', 'devant', 'attendu', 'parc', 'avant', 'midi', 'demijournée']",mars,2022,Linter,None,mars,2017,4,no,nl
"['juste', 'bon', 'hôtel']","['super', 'hôtel', 'bons', 'service', 'juste', 'dommage', 'deviez', 'encore', 'remplir', 'formulaires', 'arrivée', 'prennent', 'certain', 'temp', 'envoyer', 'email', 'numériquement', 'puissiez', 'remplir', 'maison', 'permet', 'économiser', 'beaucoup', 'temp', 'attente', 'enregistrement', 'allez', 'prendre', 'petit', 'déjeuner', 'après', 'devez', 'faire', 'queue', 'hall', 'remarqué', 'chaque', 'jour', 'semblait', 'capacité', 'trop', 'petite', 'nombre', 'client', 'hôtel', 'désolés', 'tranche', 'fromage', 'petit', 'déjeuner', 'cube', 'difficile', 'mettre', 'baguette']",mars,2022,Kwintsheul,None,février,2017,3,no,nl
"['hotel', 'satisfaisant', 'organisation', 'attraction', 'revoir']","['séjour', 'très', 'bien', 'passé', 'hôtel', 'très', 'satisfaisant', 'premier', 'prix', 'part', 'attraction', 'rénovations', 'autres', 'tombaient', 'panne', 'unes', 'après', 'autres', 'faisions', 'temp', 'queue', 'interminables', 'faire', 'refouler', 'jamais', 'utiliser', 'fast', 'décevant']",mars,2022,Tredion,None,février,2017,4,no,fr
['moyen'],"['séjour', 'févrierchambre', 'joliment', 'décorée', 'thème', 'rénovation', 'récente', 'couloirs', 'accès', 'chambres', 'très', 'propres', 'nombreux', 'travaux', 'différents', 'bâtiments', 'faut', 'vraiment', 'être', 'patient', 'petit', 'déjeuner', 'min', 'attente', 'table', 'file', 'commencent', 'dehors', 'parc', 'qualité', 'petit', 'déjeuner', 'très', 'médiocre', 'diner', 'qualité', 'insuffisante', 'prix', 'demandé', 'affreusement', 'cher', 'chez', 'mickey', 'magie', 'disparu']",mars,2022,AMAY,None,février,2017,3,no,fr
"['séjour', 'fantastique']","['venons', 'rentrer', 'séjour', 'jours', 'paris', 'dire', 'magique', 'réservé', 'voyage', 'visiter', 'abbaye', 'valait', 'vraiment', 'coup', 'hôtel', 'fallait', 'faut', 'hôtel', 'propre', 'peu', 'près', 'nourriture', 'parfaite', 'chambre', 'très', 'agréable', 'chambre', 'nettoyée', 'tous', 'jours', 'parc', 'ville', 'chère', 'seulement', 'croissant', 'petit', 'déjeuner', 'heure', 'déjeuner', 'monde', 'faisait', 'grandiose', 'hâte', 'retourner', 'hôtel', 'sans', 'hésiter', 'santa', 'simplement', 'parfait']",mars,2022,Dublin,None,mars,2017,5,no,fr
"['voyage', 'paris']","['jours', 'nuits', 'hotel', 'santa', 'famille', 'très', 'bien', 'aucun', 'problème', 'très', 'propre', 'hotel', 'pourrait', 'rester', 'semaine', 'sans', 'souci', 'recommandons', 'très', 'bien', 'situé', 'forcément', 'obligé', 'emprunter', 'navettes', 'busse', 'fait', 'très', 'très', 'bien', 'pieds', 'enfants']",mars,2022,La Roche De Glun,None,février,2017,5,no,fr
['accord'],"['accord', 'plus', 'fait', 'appartements', 'chambre', 'deux', 'lit', 'double', 'salle', 'bain', 'baignoiredouche', 'assez', 'propre', 'finitions', 'commencent', 'besoin', 'rafraîchissement', 'petit', 'déjeuner', 'inclus', 'beaucoup', 'pouvez', 'marcher', 'parcs', 'minute', 'astuce', 'réservez', 'place', 'restaurant', 'buffet', 'parc', 'chez', 'sinon', 'fortes', 'chance', 'complets', 'parcs']",mars,2022,La Haye, Pays-Bas,mars,2017,3,no,nl
['merveilleux'],"['sejour', 'feeriqueavec', 'petit', 'bemol', 'trop', 'attraction', 'fermé', 'surtout', 'quand', 'connait', 'prix', 'sejour', 'economise', 'pendant', 'mois', 'souvent', 'pannes', 'chose', 'connu', 'quand']",mars,2022,Coutras,None,février,2017,4,no,fr
"['hôtel', 'santa']","['hôtel', 'piedàterre', 'idéal', 'navettes', 'régulières', 'parcs', 'thématiques', 'jamais', 'attendre', 'plus', 'quelques', 'minute', 'réservé', 'seulement', 'deux', 'semaines', 'avant', 'partir', 'agréablement', 'surpris', 'quand', 'dit', 'réussi', 'obtenir', 'chambres', 'famille', 'chambres', 'propres', 'confortables', 'bien', 'enfants', 'décoré', 'thématique', 'repas', 'soir', 'très', 'bons', 'menu', 'très', 'varié', 'petit', 'déjeuner', 'peu', 'basique', 'mêmes', 'proposant', 'tous', 'jours', 'importance', 'famille', 'englouti', 'quelque', 'chose', 'pouvoir', 'utiliser', 'magic', 'hour', 'parcs', 'thème', 'reviendrons', 'coup', 'sûr']",mars,2022,Leeds,None,février,2017,5,no,fr
"['attente', 'interminable']","['lors', 'arrivée', 'hôtel', 'heure', 'demi', 'attente', 'billet', 'parcs', 'clés', 'chambres', 'encore', 'pretes', 'fallu', 'repasser', 'réception', 'clés']",mars,2022,None, None,février,2017,2,no,fr
"['émotions', 'très', 'mélangées']","['hôtel', 'charmant', 'propre', 'confortable', 'personnel', 'serviable', 'efficace', 'petit', 'déjeuner', 'peu', 'décevant', 'pain', 'jambon', 'fromage', 'petite', 'sélection', 'céréales', 'fruit', 'coupés', 'mélangés', 'bon', 'fille', 'sans', 'gluten', 'parcs', 'charmants', 'faciles', 'accès', 'faciles', 'parcourir', 'très', 'propres', 'politique', 'nonfumeur', 'stricte', 'plusieurs', 'zone', 'allouées', 'autour', 'parc', 'personne', 'soigne', 'monde', 'promenait', 'fumant', 'debout', 'file', 'attente', 'fumant', 'horrible', 'équipe', 'semblait', 'dérangée', 'beaucoup', 'membres', 'équipage', 'impolis', 'plus', 'fois', 'membres', 'équipage', 'plus', 'gentils', 'fait', 'dire', 'autres', 'membres', 'équipage', 'parler', 'anglais', 'aide', 'comprenez', 'peu', 'français', 'nous…']",mars,2022,Derbyshire, Royaume-Uni,février,2017,3,no,en
"['plein', 'yeux']","['réalisé', 'bonheur', 'procurez', 'parc', 'savions', 'regarder', 'pris', 'plein', 'yeux', 'couleurs', 'nuit', 'parisienne', 'chateau', 'cette', 'magie', 'feux', 'artifice', 'magnifique']",mars,2022,Ventiseri,None,février,2017,5,no,fr
['parfait'],"['bonjour', 'rien', 'redire', 'séjour', 'parfaitement', 'gérer', 'délais', 'attente', 'final', 'faire', 'toutes', 'attraction', 'plaisait', 'déplore', 'juste', 'petit', 'chose', 'certaines', 'attraction', 'taillés', 'grandes', 'personnes']",mars,2022,Herblay,None,février,2017,4,no,fr
"['hotel', 'sympa']","['passé', 'nuit', 'hôtel', 'santa', 'chambre', 'bien', 'aménagée', 'literie', 'parfaite', 'personnel', 'serviable', 'sympatique', 'aussi', 'bien', 'accueil', 'très', 'bien', 'renseigné', 'ainsi', 'restaurant', 'très', 'bon', 'rapport', 'qualité', 'prix', 'hôtel']",mars,2022,Arras, France,février,2017,4,no,fr
"['affreux', 'besoin', 'être', 'aplati']","['hôtel', 'méga', 'daté', 'autres', 'critique', 'alors', 'trouvé', 'matériel', 'brassage', 'pouvais', 'croire', 'quand', 'découvert', 'fournissaient', 'tasse', 'chambre', 'familiale', 'composée', 'deux', 'lit', 'double', 'certainement', 'double', 'pouvaient', 'accueillir', 'confortablement', 'deux', 'personnes', 'mince', 'lit', 'couettes', 'comme', 'torchons', 'chambre', 'côté', 'ascenseur', 'bruyant', 'nourriture', 'correcte', 'bar', 'mal', 'reviendrais', 'ici', 'toute', 'expérience', 'chaotique', 'rendue', 'très', 'décevante', 'beaucoup', 'laissezpasser', 'morceau', 'papier', 'différents', 'plus', 'facile', 'devenaient', 'plus', 'modernes', 'utilisaient', 'carteclé']",mars,2022,None, None,février,2017,2,no,en
"['très', 'bon', 'rapport', 'qualitéprix', 'hôtel', 'très', 'simple']","['venue', 'ici', 'fille', 'très', 'simple', 'emplacement', 'idéal', 'chambres', 'assez', 'confortable', 'assez', 'grande', 'adultes', 'enfants', 'max', 'deux', 'lit', 'double', 'salle', 'peutêtre', 'peu', 'vieillotes', 'peu', 'temp', 'passé', 'chambre', 'parfait', 'bus', 'emmène', 'séjourner', 'départ', 'parc', 'peut', 'aller', 'pied', 'voulez', 'station', 'service', 'également', 'proximité', 'personnages', 'viennent', 'pendant', 'journée', 'certains', 'dit', 'réception', 'aussi', 'magasin', 'souvenir', 'hôtel', 'pris', 'petit', 'déjeuner', 'hôtel', 'suffisamment', 'copieux', 'mangé', 'presque', 'village', 'vraiment', 'raisonnable', 'comme', 'prix…']",mars,2022,Killarney, Irlande,janvier,2017,3,no,fr
"['hôtel', 'hyper', 'cosy']","['hôtel', 'vraiment', 'sympa', 'chambre', 'salle', 'bain', 'toujours', 'propres', 'personnel', 'agréable', 'accueillant', 'petit', 'déjeuner', 'parfait', 'famille', 'enfants', 'idem', 'dîner', 'service', 'navette', 'fonctionne', 'très', 'bien', 'vacances', 'parfaites']",mars,2022,Messina,None,février,2017,5,no,it
"['repos', 'bien', 'mérité']","['chambres', 'propres', 'largement', 'suffisantes', 'nuit', 'repos', 'bien', 'méritée', 'après', 'heures', 'attente', 'attraction', 'parc', 'petit', 'déjeuner', 'très', 'basique', 'conforme', 'étoile']",mars,2022,Bedarieux,None,février,2017,4,no,fr
"['bon', 'séjour']","['bonne', 'organisation', 'enregistrement', 'super', 'rapide', 'bagagerie', 'juste', 'face', 'accueil', 'juste', 'étonné', 'peu', 'contrôle', 'arrivée', 'passé', 'détecteur', 'vite', 'fait', 'sac', 'moins', 'perdu', 'temp', 'petit', 'déj', 'basique', 'sommaire', 'suffisant', 'chambre', 'jolie', 'salle', 'bain', 'équipée', 'sèche', 'cheveux', 'comme', 'fait', 'raison', 'prendre', 'mien', 'super', 'contente', 'passée', 'bonne', 'nuit', 'soucis', 'insonorisation', 'matelas', 'confortable', 'goût', 'préfère', 'ambiance', 'cheyenne', 'type', 'western', 'surtout', 'restaurant', 'cantina', 'fait', 'vraimentben', 'cantine', 'rajouterais', 'cantine', 'maternelle', 'bon', 'séjour']",mars,2022,Montbéliard, France,février,2017,4,no,fr
"['très', 'bien']","['hôtel', 'parfait', 'manque', 'rien', 'resté', 'nuit', 'regrette', 'regardé', 'autres', 'hôtels', 'plus', 'cher', 'peu', 'plus', 'proche', 'plus', 'classe', 'plus', 'étoilés', 'vraiment', 'déçu', 'santa']",mars,2022,Roquebrune Sur Argens,None,février,2017,5,no,fr
"['attention', 'suprême']","['expérience', 'essaierons', 'renouveler', 'pourrons', 'attention', 'hôtel', 'très', 'bonne', 'jamais', 'problème', 'langue', 'seul', 'peut', 'être', 'donné', 'problème', 'lors', 'réservation', 'déjeuner', 'savions', 'pouvait', 'être', 'réservé', 'avant', 'voyager', 'somme', 'retrouvés', 'sans', 'pouvoir', 'manger', 'dîner', 'personnages', 'payé', 'plus', 'reste', 'partir']",mars,2022,Toledo,None,février,2017,5,no,es
['renseignements'],"['discret', 'excellent', 'vraie', 'corvée', 'familiale', 'prochaine', 'fois', 'choisirai', 'hôtel', 'sinon', 'mal', 'matin', 'soir', 'toujours', 'ligne', 'deux', 'enfants', 'vrai', 'cauchemar', 'manger']",mars,2022,Silnowo,None,février,2017,3,no,it
"['ème', 'fois']","['enfants', 'adoré', 'chambre', 'ainsi', 'hôtel', 'thème', 'chambre', 'confortable', 'lit', 'double', 'télé', 'chaînes', 'plusieurs', 'langues', 'idéal', 'touristes', 'salle', 'bain', 'largement', 'suffisante', 'quelques', 'nuit', 'chambre', 'propre', 'hotel', 'plus', 'éloigné', 'parc', 'navette', 'somme', 'quelques', 'minute', 'petit', 'bémol', 'buffet', 'volonté', 'plat', 'sans', 'saveur', 'bon', 'village', 'loin', 'autre', 'resto']",mars,2022,Cagnes-sur-Mer, France,février,2017,4,no,fr
['parfait'],"['accueil', 'parfait', 'chambre', 'très', 'propre', 'entretient', 'plusieurs', 'nuits', 'juste', 'superbe', 'changement', 'serviette', 'salle', 'verres', 'hotel', 'relativement', 'calme', 'seul', 'bémol', 'carte', 'magnétique', 'peut', 'capricieuse', 'télécommande', 'télé', 'défectueuse', 'super', 'moment', 'cantina', 'parfait', 'prix', 'peut', 'élever', 'gros', 'plus', 'plus', 'coffre', 'fort', 'chambre', 'recommande']",mars,2022,Ruffec, France,février,2017,5,no,fr
"['séjour', 'hotel', 'santa']","['chouette', 'hotel', 'personels', 'sympas', 'surtout', 'personel', 'boutique', 'chambre', 'propre', 'lit', 'confortable', 'point', 'faudraient', 'améliorer', 'déjeuner', 'trouvé', 'buffet', 'peu', 'pauvre', 'fait', 'bols', 'assiettes', 'plastique', 'trop', 'top', 'adultes', 'egalement', 'absence', 'personnages', 'hotel', 'enfants', 'dommage']",févr,2017,Halle,None,février,2017,4,no,fr
"['séjour', 'gâché', 'iphone', 'volé', 'alors', 'passion', 'sécurité', 'parcs']","['vraiment', 'décevant', 'plus', 'jours', 'plus', 'tard', 'répondu', 'plainte', 'sécurité', 'compromise', 'lors', 'passage', 'point', 'contrôle', 'sécurité', 'lorsque', 'téléphone', 'volé', 'passé', 'grande', 'partie', 'vacances', 'poste', 'police', 'rédiger', 'rapport', 'officiel', 'comme', 'demandé', 'plus', 'jours', 'plus', 'tard', 'toujours', 'accusé', 'réception', 'plainte', 'personnel', 'hôtel', 'très', 'sympathique', 'personne', 'semblait', 'capable', 'aider', 'quand', 'choses', 'allaient', 'mal']",févr,2017,Canterbury,None,février,2017,3,no,en
"['très', 'propre', 'quelques', 'défauts']","['hôtel', 'peu', 'vieillot', 'présente', 'quelques', 'défauts', 'wifi', 'terriblement', 'lent', 'petit', 'déjeuner', 'monotone', 'personnel', 'très', 'sympathique', 'peu', 'lent', 'bien']",févr,2017,Heusden Zolder,None,février,2017,3,no,nl
"['peut', 'parier']","['sympa', 'quelques', 'point', 'améliorer', 'wifi', 'parc', 'wifi', 'hôtel', 'valait', 'rien', 'point', 'recharge', 'smartphones', 'sanitaires', 'vraiment', 'propres', 'employés', 'serviables', 'parlant', 'peu', 'anglais', 'clairement', 'france']",févr,2017,Amsterdam, Pays-Bas,février,2017,3,no,nl
"['encore', 'fois', 'top']","['ere', 'fois', 'hôtel', 'toujours', 'bien', 'reçue', 'personnel', 'sympathique', 'chambre', 'grande', 'lit', 'très', 'confortable', 'après', 'journées', 'fatigantes', 'petit', 'déjeuner', 'copieux', 'bien', 'démarrer', 'journée']",févr,2017,Faugeres,None,février,2017,5,no,fr
"['très', 'bien', 'ensemble']","['hôtel', 'bien', 'situé', 'belle', 'chambre', 'hôtel', 'bon', 'rapport', 'qualité', 'prix', 'difficile', 'niveau', 'organisation', 'personnel', 'très', 'sympathique', 'répondent', 'attente', 'question', 'beaucoup', 'monde', 'parc', 'dommage', 'temp', 'attende', 'file']",févr,2017,Tubize,None,février,2017,4,no,fr
"['hotel', 'très', 'accueillant']","['hotel', 'très', 'acceuillant', 'très', 'bien', 'organisé', 'apprécié', 'cantina', 'attention', 'réservé', 'soir', 'aller', 'trop', 'tard', 'chambre', 'propres', 'très', 'agréables', 'enfants']",févr,2017,La Chapelle Janson,None,février,2017,4,no,fr
"['basique', 'nickel']","['somme', 'arrivés', 'hôtel', 'après', 'passé', 'directement', 'parc', 'comme', 'réservé', 'express', 'trouvé', 'réceptionnistes', 'comme', 'gardiens', 'très', 'serviables', 'aidés', 'résoudre', 'problème', 'photopass', 'peloton', 'queue', 'somme', 'allés', 'chambre', 'thème', 'voitures', 'bien', 'assez', 'frais', 'plus', 'chambres', 'bien', 'pensées', 'voitures', 'décoré', 'thème', 'séjourné', 'immeuble', 'principale', 'chambres', 'basiques', 'lit', 'télévision', 'chaise', 'salle', 'bains', 'besoin', 'quelque', 'chose', 'jamais', 'pris', 'télé', 'pendant', 'minute', 'somme', 'arrivés', 'somme', 'immédiatement', 'somme', 'droit', 'au…']",févr,2017,Doncaster, Royaume-Uni,février,2017,4,no,fr
"['saison', 'force', 'gratuit', 'moins', 'plan', 'repas', 'gratuit']","['venons', 'rentrer', 'super', 'affaire', 'nuits', 'paris', 'séjourné', 'hôtel', 'santa', 'bonne', 'affaire', 'forfait', 'satisfaits', 'hôtel', 'peu', 'fatigués', 'endroits', 'peutêtre', 'déçus', 'payé', 'prix', 'fort', 'très', 'bien', 'situé', 'parcs', 'navettes', 'gratuites', 'circulent', 'toutes', 'minute', 'environ', 'parc', 'ouvre', 'heures', 'magiques', 'studio', 'ouvrent', 'deux', 'parcs', 'ferment', 'seulement', 'minute', 'navette', 'garer', 'environ', 'minute', 'pied', 'jamais', 'fait', 'personnel', 'sympathique', 'serviable', 'indiqué', 'arrivée', 'petitdéjeuner', 'occupé', 'partir', 'plaisantaient', 'matin', 'allé', 'file', 'attente', 'asseoir', 'environ', 'personnes', 'abandonné', 'sauté', 'autobus', 'parc', 'petit', 'café', 'parc', 'coûte', 'environ…']",févr,2017,Cumbrie, Royaume-Uni,février,2017,4,no,en
['sympa'],"['hôtel', 'sympa', 'cantina', 'rodez', 'cantine', 'réfectoire', 'fait', 'suffisante', 'copieuse', 'hôtel', 'bon', 'état', 'petit', 'peu', 'sale', 'mauvaise', 'surprise', 'retrouver', 'magazine', 'sou', 'lit', 'dommage']",févr,2017,Limoges, France,mars,2016,3,no,fr
"['tres', 'bon', 'hotel']","['tres', 'bon', 'accueil', 'message', 'bienvenue', 'tres', 'bon', 'lit', 'tres', 'bien', 'dormis', 'restaurant', 'tres', 'bien', 'petit', 'dejeuner', 'diner', 'juste', 'deux', 'petite', 'chose', 'peu', 'embeter', 'manque', 'éclairage', 'retourné', 'chambre', 'soir', 'ampoule', 'allais', 'plus', 'faudrait', 'remplacer', 'offres', 'petite', 'bouteilles', 'baim', 'premier', 'jour', 'adultes', 'lendemain', 'remis', 'peux']",févr,2017,Spa, Belgique,février,2017,5,yes,fr
"['excellent', 'rapport', 'qualitéprix', 'minute', 'parcs', 'thème']","['passé', 'nuits', 'fin', 'février', 'fille', 'petitsenfants', 'bien', 'santa', 'hôtels', 'moins', 'chers', 'trouvé', 'excellent', 'rapport', 'qualitéprix', 'chambres', 'bon', 'niveau', 'ligne', 'hôtel', 'étoiles', 'royaumeuni', 'personnel', 'très', 'serviable', 'sympathique', 'commentaires', 'légèrement', 'négatifs', 'concernant', 'restaurant', 'petitdéjeuner', 'repas', 'soir', 'plupart', 'disent', 'rien', 'redire', 'nourriture', 'service', 'meilleur', 'moment', 'prendre', 'petitdéjeuner', 'buffet', 'volonté', 'trop', 'encombré', 'nourriture', 'très', 'variée', 'bonne', 'qualité', 'navette', 'dlp', 'trouve', 'parking', 'hôtel', 'circule', 'toutes', 'minute', 'hôtel', 'moderne', 'super', 'thème', 'enfants', 'excellent', 'rapport', 'qualitéprix', 'ensemble', 'reviendrons', 'certainement']",févr,2017,Birmingham, Royaume-Uni,février,2017,5,yes,en
"['absece', 'totale', 'insonorisation']","['chambres', 'spacieuses', 'lit', 'confortables', 'aucune', 'insonorisation', 'chambres', 'étage', 'celui', 'endessous', 'résultat', 'nuits', 'courtes', 'faut', 'attendre', 'monde', 'couché', 'réveil', 'très', 'tôt', 'lendemain', 'permet', 'reposer', 'après', 'longues', 'journées', 'fatigantes', 'déçu']",févr,2017,Rennes, France,février,2017,3,no,fr
"['séjour', 'nuits', 'saisons', 'force']","['séjourné', 'premier', 'beaucoup', 'plu', 'décidé', 'retourner', 'saison', 'force', 'miséjour', 'longue', 'durée', 'stationnement', 'libreservice', 'somme', 'venus', 'voiture', 'trouvé', 'hôtel', 'très', 'facile', 'aide', 'gps', 'garé', 'voiture', 'somme', 'allés', 'réception', 'longue', 'queue', 'checkin', 'pris', 'seulement', 'beaucoup', 'monde', 'demiterme', 'peu', 'près', 'mijournée', 'dit', 'chambre', 'prête', 'fantastique', 'près', 'réception', 'chambre', 'simple', 'propre', 'enfants', 'adoré', 'voitures', 'donné', 'clés', 'tous', 'billet', 'parcs', 'bons', 'repas', 'peut', 'facilement', 'aller…']",févr,2017,west sussex,None,février,2017,5,no,fr
"['amis', 'membres', 'famille']","['moimême', 'fille', 'ami', 'fille', 'passé', 'nuits', 'hôtel', 'enregistrement', 'rapide', 'efficace', 'chambre', 'prête', 'lorsque', 'somme', 'arrivés', 'super', 'chambre', 'ellemême', 'très', 'bien', 'étoiles', 'mobilier', 'très', 'bien', 'oreillers', 'très', 'moelleux', 'salle', 'bains', 'assez', 'grande', 'salle', 'bain', 'douche', 'savon', 'gel', 'douche', 'fournis', 'gel', 'cheveux', 'gel', 'douche', 'remplacés', 'quand', 'boîte', 'vide', 'obligé', 'demander', 'plus', 'employés', 'donné', 'tous', 'jours', 'beaucoup', 'bruit', 'quand', 'familles', 'murs', 'très', 'très', 'fin', 'petit', 'déjeuner', 'bon', 'bien', 'fruit', 'frais', 'yaourt', 'jambon', 'fromage', 'pain…']",févr,2017,Kingston-upon-Hull, Royaume-Uni,février,2017,4,no,fr
"['fortement', 'recommandé']","['chambre', 'très', 'propre', 'bien', 'entretenue', 'journée', 'salle', 'bain', 'très', 'fonctionnelle', 'personnel', 'très', 'accueillant', 'bémol', 'petitdèj', 'privilégie', 'largement', 'quantité', 'qualité', 'rapport', 'qualitéprix', 'top']",févr,2017,Saint-Max,None,février,2017,4,no,fr
"['endroit', 'sympa']","['viens', 'passer', 'nuit', 'hôtel', 'famille', 'endroit', 'accueillant', 'personnel', 'très', 'souriant', 'dîner', 'restaurant', 'buffet', 'volonté', 'beaucoup', 'choix', 'goûts', 'pattes', 'frites', 'jambon', 'plein', 'plat', 'bonne', 'entrées', 'plein', 'dessert', 'vraiment', 'superpour', 'chambre', 'elles', 'très', 'bien', 'décoré', 'contre', 'manque', 'peu', 'propretés', 'literie', 'trop', 'dure']",févr,2017,Île-de-France, France,février,2017,4,yes,fr
