titre_comm,comm,date,loc,note,photo
Hotel parfait,"Le service est parfait rien a dire sa fait 17 ans que je viens dans cette hotel et c'est toujours aussi parfait. De plus il a était refait ce qui le rend encore plus beau. La magie de Noël était présente avec les personnages et une soirée du réveillon de l'an 2017 qui était parfaite, dommage que le DJ qui était à l'hôtel ne savait pas mixer pourtant l'hôtel aurait pu mettre mieux",francoislQ2750PJ a écrit un avis (janv. 2017),"Plouha, France",bubble_50,no
Merveilleux Hôtel !,-Tout d'abors j'ai trouver le personnel très agréable et souriants notre acceuil c'est fait très rapidement mais le problème est que les chambre ne sont disponible qu'a 15h et que les enfant fatigués du voyage doivent se reposer mais ce n'est pas vraiment un problème -Les chambres était très propres et nous avons opté pour des chambre communicante (bonne idée!) -Le petits déjeuner était délicieux malgré peu de choix... -La piscine est grande et super pour les enfants mais nous n'avons pas eu le temps d'essayer le sauna et le hammam Conclusion:Ma famille et moi avons adorés cet hôtel digne d'un 4 étoiles !,sakina2513 a écrit un avis (janv. 2017),"Marseille, France",bubble_40,no
Top,"Accueil sympatique. On a été très bien accueilli, l'hotel est propre et la déco sympat.Le buffet est super complet, idéal pour faire les sandwichs pour le midi à Disney. Le service de bagagerie est très pratique et sans mauvaise surprise. Dommage que la piscine était fermée.",Greg Y a écrit un avis (janv. 2017),"None, None",bubble_50,yes
Génial !,"Séjour en famille dans l'hôtel Bay club encore jamais séjourné dans cet hôtel . C'est un superbe hôtel , nous étions au compass club et avons pu profiter des avantages liés à ces hébergements( pass pour les 3 jours dans les files rapides aux attractions , goûters et collations tous les jours !) les enfants ont adoré et les parents Aussi 😉",P7028QMjulieng a écrit un avis (janv. 2017),Charly,bubble_50,no
inoubliable,"séjour pour le nouvel an , 3 jours 2 nuits avec 2 enfants, tout simplement magique ! la suite grand confort, propre, lumineuse, salle de bains pratique avec bain à bulles pour le plaisir des enfants et des parents !",stephaner724 a écrit un avis (janv. 2017),Joncherey,bubble_50,no
Superbe !,"Hôtel plein de charme et personnel accueillant. Petit endroit sympathique pour les passionnés de mer et bateau. Nous avons séjourné 3jours et 2 nuits à Disneyland Paris et nous avons pris les petits-déjeuner à l'hôtel. Buffet à volonté avec beaucoup de choix et surtout de qualité ! Petit coup de coeur pour les pancakes au sirop d'érable ! L'hôtel possède 2 restaurants, un self service avec buffet à volonté et l'autre plus onéreux propose un service à table avec notamment des spécialités de la mer. Il est fortement conseillé de réserver avant votre séjour ou bien le jour même à la reception de votre hôtel pour être sûr d'avoir une table. Personnellement j'ai préféré profité du Disney Village le soir, même si je n'ai entendu que des éloges sur ces 2 restaurants. Si j'ai un petit…",Andrianna2b a écrit un avis (janv. 2017),"None, None",bubble_50,no
Trés beau,Les enfants adolescents ont adoré les buffets sont très complets le personnel très poli j'ai apprécié les contrôles de sécurité la navette est régulière la boutique bien achalandée le bar non testé car pas eu le  temps est en tous les cas superbe,HMAD21 a écrit un avis (janv. 2017),"Dijon, France",bubble_50,no
Hôtel agréable. Chambre spacieuse et confortable. Personnel aux petits soins souriant et aimable.,Nous avons séjourné deux nuits dans cet hôtel. Hôtel ou nous avons l'habitude de séjourner lorsque nous venons à Disneyland. Nous le conseillons et espérons renouveler rapidement cette expérience magique! ,382audea a écrit un avis (janv. 2017),Marseille,bubble_50,no
Superbe,"Hotel superbe, personnel de qualité, repas excellents, bref tout est parfait! Quand on y est on n'a vraiment plus envie d'en repartir! Points plus que positif: le calme des chambres et la qualité de la literie. La décoration est également magnifique et il se situe vraiment à proximité des parcs",sonia2288 a écrit un avis (janv. 2017),"None, None",bubble_50,no
Magique,"2 nuits extraordinaire dans un univers fantastique, un personnel d'une gentillesse et a l'écoute !! L'hôtel refait à neuf et a 5 minutes a pied du parc. Que demander de mieux !!! Je le recommande sans éxiter !!!!! ",stephanienU8629NX a écrit un avis (janv. 2017),Cazaubon,bubble_50,no
Très bon séjour en famille,A 10 minutes à pieds du parc - Nous avons séjourné en famille : 2 adultes et 2 enfants entre Noêl et Jour de l'an : très bel ambiance dans le parc avec parade avec le Père Noel - chambre très grande et confortable. Très bon petit-déjeuner varié en buffet. Nous avons dîner au restaurant buffet de l'hôtel thème produits de la mer mais avec aussi d'autres choix notamment de la viande et des plats pour les enfants. Nous sommes allés à la piscine on a trouvé l'eau un peu froide - c'est un petit spa : petit jacuzzi et hamman sauna ne sont pas mixtes. Accueil et personnel très agréable.,sebasofi a écrit un avis (janv. 2017),"Versailles, France",bubble_40,no
la féerie s'éssouffle!!!!,déçu dans l ensemble nous sommes venus en famille le jour de l anniversaire de notre petite fille(5 ans) conclusion 2 jours dans le parc pour faire 5 attractions!!! je pense que la magie Disney est avant tous un buisines bien rôdé pour les dirigeants beaucoup moins pour les clients!!!!,Jacky B a écrit un avis (janv. 2017),Monnieres,bubble_30,no
tres bon sejour,tres belle hotel. nombreuse navette pour allez au parc. bar tres sympa pour l'apero. buffet du soir et petit dejeuné excellent varié et garni. tres propre. tres calme. a recommander. service de garde bagage et transfert de bagage a la gare de train.,fred69720 a écrit un avis (janv. 2017),"Évian-les-Bains, France",bubble_50,no
bien mes decu,"hôtel pension complète 3 jours déçu sur le restaurant  buffet volonté, pas grand choix les boisons ont doit payer une honte et surtout que ces pas préciser sinon bon hôtel spacieux lit super confortable.",fernandez p a écrit un avis (janv. 2017),"Ville d'Auch, France",bubble_20,no
Compass Club,"Nous avions une chambre 2 personnes dans le service compass club, service d'accueil implacable avec un mignon espace joint.nous avons commandés dans la chambre une bouteille, avec des conditions étant donné que nous rentrions plus tard que la fin du room service, et ils ont tout mis en conditions pour que nous soyons ravis.  L'hôtel est superbe. ",211hubertw a écrit un avis (janv. 2017),"Bruxelles, Belgique",bubble_50,no
Hotel très chouette ,"Hotel très chouette... enregistrement à l'arrivée très bien géré, pas bruyant le soir, chambre très propre, petit déjeuner varié et très copieux!  Seul hic : douche cassée et piscine fermée le lundi où nous y étions ... ",marjo1610 a écrit un avis (janv. 2017),"None, None",bubble_40,yes
très déçu,"accueil, très bien service bar, pas un sourire, , ni bonjour, juste il nous demande si c'est pour boire un verre, pas de room service pour notre étage alors que la chambre a coté elle a le droit!!!, service sécurité pas du tout rassurant contrôle très moyen, effectif au rabais,on a demander un lit bébé qui nous était déposer devant la porte sans drap, on a du se débrouiller  femme de ménage catastrophique, on a séjourner 3 jours, les serviettes n'ont pas était échanger une seul fois, on a du s’essuyer avec des serviette humide, pas sympa pour les enfants, et pour finir une femme de chambre bouscule ma femme avec la poussette dans le couloir pour jeter son linge dans son chariot, même pas un pardon, rien, juste le technicien qui réparer une serrure a demander si on voulais de…",Vincent P a écrit un avis (janv. 2017),Porto Vecchio,bubble_20,no
Séjour parfait,"Tres bel hotel, accès aux parcs très rapide à pied, bonnes prestations globales. Séjour au top surtout en cette période. Bon petit déjeuner, très varié et copieux. À recommander et à refaire bien sûr.",283jeromes a écrit un avis (janv. 2017),Bram,bubble_50,no
agréable mais on s'attend à mieux pour un 4*,"Séjour en famille en décembre 2016.  Accueil et organisation parfaits : on nous a directement mis dans une chambre près de la piscine à notre arrivée après que nous ayons pris des renseignements sur ces horaires d'ouverture. Personnel au petit déjeuner et dîner : parfaits, souriants. Produits du petit déjeuner et dîner : parfaits. Le ménage en chambre laisse très fortement à désirer cependant : beaucoup de poussière, brochure en mauvais état, aspirateur non passé après notre première nuit, coton de démaquillage  que j'avais oublié n'a pas été jeté...C'est dommage. Nous sommes nous-même hôteliers et ne pouvons donc pas accepter de telles négligences pour ce standing. Déco de la chambre : vieillotte, limite triste. Emplacement idéal pour le Parc. On le recommande quand même en…",Bénédicte G a écrit un avis (janv. 2017),"Langeac, France",bubble_40,no
Parfait,"Rien a dire si ce n'est que nous ne reviendrons pas juste après les fêtes car il y avait beaucoup de monde. À savoir aussi, que vous pouvez bénéficier des heures de magie des le premier jour. Petite déception, nous n'avons pas put faire le Space montain car il était en panne. Fort dommage d'autant plus que nous avions pris un fast pass qui ne nous a servi à rien...",Cristina G a écrit un avis (janv. 2017),Thoiry,bubble_50,no
"Personnel incompétent ou ""je m'en foutisme""",Dommage car cadre magnifique (on est chez Disney) et belle chambre mais salle d'eau pas pratique (lavabo séparé du coin baigoire-douche). Petit déjeuner sans plus (2ème jour servi dans salle exigüe). Pas de dépôt de bagage devant l'entrée à l'arrivée (obliger de se les coltiner sur le parking immense). Meilleures prestations à l'hôtel New York même si pas rénové.,jyrenard a écrit un avis (janv. 2017),Vaux Sur Seine,bubble_20,no
Féerique,Noël à Disneyland a été une bulle de magie. Nous étions à nouveau des enfants. Moments magiques partagés avec nos 2 enfants. Hôtel chaleureux et équipe dévouée. Tout est réuni pour se sentir unique et attendu,stephaner323 a écrit un avis (janv. 2017),Orvault,bubble_40,no
Un séjour parfait !,Hotel rénové récemment. Les chambres sont décorées avec goût. Le choix du petit déjeuner à 8:30 nous a permis de ne pas faire de queue. Le personnel de service est très agréable. Seul bémol: le parking de l'hôtel semble vite saturé. ,965thierrya a écrit un avis (janv. 2017),Merignac,bubble_40,no
Féerique,Séjour fabuleux  vitrine de boutique magique  Attraction super fun ( et surtout pour tout les goûts !) Que dire de plus qu'une seul journée c'est un peu court pour tout faire! Je conseil 3 jours pour prendre son temps et apprécier l'ensemble des parcs et des boutiques 😊,Romain B a écrit un avis (janv. 2017),Plouzane,bubble_50,no
AGREABLE SEJOUR,Nous avons passé une nuit dans ce très bel hôtel avec nos deux enfants qui vous plonge dans une ambiance de croisière. Les immenses couloirs pour l'accès aux chambres vous donnent l'impression de vous trouver à bord d'un immense paquebot!  Nous avons beaucoup apprécié le repas que nous avons dégusté le soir ainsi que le serveur très sympathique qui s'est occupé de nous. Le seul point que nous avons regretté c'est l'horaire d'ouverture du service bagageries à 7h30 car nous souhaitions nous rendre au parc à 8h pour profiter de l'heure de magie en plus alors nous sommes descendu à 7h10 pour prendre le petit déjeuner avec l'intention de déposé nos bagages avant (comme la chambre est à rendre pour 11h) de façon à ne pas avoir à remonté et traverser les immenses couloirs et du coup le…,aurelieg264 a écrit un avis (janv. 2017),St Nazaire,bubble_40,no
Séjour à Disney entre copine,"Nous sommes partie avec ma meilleure amie à Disney.  Dans les grandes lignes tout était parfait .. la chambre récemment rénovée était très bien et très propre (bon il faut marcher pour arriver jusqu'à sa chambre mais ça vaut le coup) Malheureusement, par de mini bar ni de room service ce qui nous à empêcher de boire un dernier verre en chambre après une longue journée (pas très grave de fait, valait mieux dormir !) Pour le reste, un grand bravo à tout le personnel qui est gentil et attentionné malgré la bonne centaine de check-in' ou Check out déjà effectués !  En résumé, foncez sans hésiter ! ",charlotteg808 a écrit un avis (janv. 2017),"Oleye, Belgique",bubble_40,no
Séjour agréable,Bel hotel avec des prestations de qualité. Un peu d'attente au dîner au restaurant cape code mais un personnel accueillant et souriant. Il ne faut pas avoir peur de marcher car les coursives de ce paquebot sont longues !  ,89christelleg a écrit un avis (janv. 2017),Pessac,bubble_40,no
Bien et sécurité,Bon séjour. Literie confortable  Chambre un peu petite pour 4 mais très propre  Petit déjeuner complet  Avantage de l'ouverture anticipée du parc est génial pour faire les attractions sans attendre. À faire pour voir la magie dans les yeux de vos enfants,yann_merschaert a écrit un avis (janv. 2017),Istres ,bubble_40,no
Génial,"Vraiment très bien, rien redire on a l'impression d'être des VIP et c'est très agréable  On a un peu l'impression d'entrer dans le Titanic   Le personnel est très serviable le seul petit hic c'est l'attente pour le repas le soir ou même en ayant réserver fut un peu longue",227thierrya a écrit un avis (janv. 2017),St Jorioz,bubble_50,no
féerique,"2 jours pendant les fêtes de Noël, rien à dire, séjour parfait ! L'hôtel était vraiment bien, au calme les chambres spacieuses et propres.10 minutes de marche et on arrive sur le parc. Le petit déjeuner copieux avec du choix. A recommander",Rozenn G a écrit un avis (janv. 2017),"Camaret-sur-Mer, France",bubble_50,no
Plus éloigné que prévu du parc,Il est plus éloigné que prévu . En effet le séquoia loge est plus proche . Il est très beau très grand et un peu mal indiqué pour trouver nos chambres . Les chambres sont belles et bien équipées . La piscine superbe . Mais les enfants ne peuvent pas aller dans le jaccuzzi c'est dommage ,I2010DZcarolined a écrit un avis (janv. 2017),Aulnoy Lez Valenciennes,bubble_40,no
Beau séjour ,"Pour moi, sans conteste l'un des plus beaux hôtels de Disneyland Paris. D'autant plus vrai depuis qu'il a été rénové il y a peu ! Et quel plaisir de profiter de la piscine avec vue sur le lac à la nuit tombée. ",Robin R a écrit un avis (janv. 2017),France,bubble_40,no
Pannes,"Deux jours et une nuit passés chez Disney, attente 1h15 pour ratatouille et on nous dit qu'il est en panne, panne aussi pour space moutains, la mine, les pirates. J' ai envoyé un courrier pour bénéficier d'une nuit gratuite vu le week -end raté, et je n'ai pas eu de réponses de leur part.",Sylvestre S a écrit un avis (janv. 2017),"Caen, Basse-Normandie, France",bubble_20,no
Super séjour,"Dépaysement total en famille. Hôtel insonorisé , un excellent séjour avec la magie de Disney. Le personnel de l'hôtel est très accueillant tout est fait pour que le séjour  se déroule sans problème.  Noël est encore plus féerique.",chantalh93 a écrit un avis (janv. 2017),St Pierre Du Mont,bubble_50,no
3 jours de rêve en famille,"Un séjour parfait pendant les vacances de Noël ! La décoration est magnifique à cette période de l'année ! Les enfants et les grands vivent des moments magiques !  Un beau cadeau de Noël, à refaire très vite. ",Chouchou69590 a écrit un avis (janv. 2017),"Pomeys, France",bubble_40,no
Excellent séjour,La magie de Noel chez Disney et en famille. Des souvenirs en famille inoubliables. Un service de qualité. À revoir ou à réétudier l'attente aux attractions qui gâche un peu de la fête. Chaque moment de l'année chez Disney a sa part de magie mais NOEL c'est féerique aussi bien pour les enfants que les adultes.  ,Famillecissello a écrit un avis (janv. 2017),Quevauvillers,bubble_50,no
Ideal pour un séjour en famille,Le personnel de l'entreprise nous a aidés à tout moment pour que nous pourrions passer quelques jours inoubliables. L'emplacement est parfait pour profiter du parc d'attractions et les chambres font parite de la magie Disney.,joaquin997 a écrit un avis (janv. 2017),Bruxelles,bubble_50,no
The Dream,"3 jours magiques. Je n’aurais jamais imaginé passé les fêtes de Noël à Disney. Tout été parfait. l'accueil, les chambres, les repas et les attractions : génial. Le personnel est très sympa. bref :  Le REVE !!! ",runap2017 a écrit un avis (janv. 2017),Noisy Le Grand,bubble_50,no
UN SEJOUR IDYLLIQUE,"Un séjour de rêve pour la période de Noël dans cet hôtel récemment rénové, 4 étoiles. Reçus comme des rois dans une chambre au 7ème étage avec vue sur le lac. fidèles, nous y revenons chaque année depuis 1995. Le Compass Club, une merveille. Le personnel est très agréable. Le petit déjeuner copieux et de qualité. Le restaurant Yacht Club est raffiné.",Michele d a écrit un avis (janv. 2017),"Juan-les-Pins, Provence-Alpes-Cote d'Azur, France",bubble_50,yes
Bel hotel,"Bel hôtel et chambre familiale confortable. Par contre bcp de monde et attente pour tout: Check-in, déjeuner... pas pu manger à l'hôtel le premier soir car pas réservé et plus de place.... deuxième soir au yacht club: notre fille a renversé à la première gorgée un cocktail pour enfant à 10€. On pensait qu'on allait nous en proposer un autre et bien rien du tout... dommage dans un hôtel rempli d'enfants.",rickycky81 a écrit un avis (janv. 2017),"Sion, Suisse",bubble_30,no
Sejour en famille,"Sejour sans transport a l hotel Disney new port bay club en chambres avec 2 lits doubles en famille , la chambre agreable car face au lac et etage de la reception mais petite et salle de bain ancuenne Salle commune bruyante et ",fabriced682 a écrit un avis (janv. 2017),Verneuil Sur Serre,bubble_40,no
Bon hôtel en famille ,"J'ai longtemps hésité avant de choisir notre hôtel pour notre long weekend du 8 janvier.  Mon choix a été le bon car l'hôtel Newport est confortable, propre, bien placé à seulement dix minutes à pied de l'entrée du parc.  Le petit déjeuner est copieux et correct.  Le service est également bon.  Je recommande l'hôtel pour un séjour de quelques nuits. ",mazet33170 a écrit un avis (janv. 2017),"Gradignan, France",bubble_40,no
Un hôtel sublime,Hôtel magnifique a 10 min à pieds du parc par le lac accueil très agréable magnifique piscine et salle de sport petit déjeuner avec un buffet copieux et les chambres sont très bien spacieuse confortable ,Elodie N a écrit un avis (janv. 2017),Bassillac,bubble_50,no
Très bien mais attente trop longue pour tout,"Rien de spécial à dire si ce n'est que c'est un très bon hôtel.  Le seul point négatif est l'attente, horrible !  Pour le check in --> +/- 45 min. d'attente Pour aller prendre le petit déjeuner --> +/- 30 min. d'attente Pour aller manger le soir, malgré la réservation --> +/- 30 min. d'attente  L'attente avant d'aller manger est bien l'attente avant de rentrer et d'avoir une table. Une fois assis, aucun problème car self service. Par contre, pour avoir les boissons, pareil nous avions pratiquement terminé le plat que le serveur ne nous avait toujours pas apporté à boire.  La seule chose à revoir est ce manque de rapidité ainsi que l'accueil qui ne devrait pas être fait toujours dans la précipitation.",lsantocono a écrit un avis (janv. 2017),"Bruxelles, Belgique",bubble_40,no
un superbe hotel,un très belle hôtel un bon service des chambres très propre et bien agencée  dommage que le restaurant ne soit pas à la hauteur de l' hôtel un menu buffet à 37 euro hors boissons beaucoup trop par contre un bon petit déjeuner,THIELEN M a écrit un avis (janv. 2017),"Oupeye, Belgique",bubble_40,no
Hotel parfait et idéal. Encore mieux que ce que nous pensions.,Trois jours dont Noël à Disneyland qui ont été trois jours de rêve et donc un séjoir inoubliable que nous comptons bien renouveler. Nous séjournerons dans le même établissement (rien à dire concernant les prestations). Ce séjour était le cinquième mais c'est la première fois que nous logions au Newport Bay Club et cela a rajouté à la magie Disney. A recommander...,S913KFalainb a écrit un avis (janv. 2017),Rodez,bubble_50,no
Très confortable,"Très bon séjour dans cet hotel Disney proposant un cadre très confortable et une decoration très agreable. Hotel calme, personnel très sympathique. La piscine apporte apporte un réel avantage après une journée dans le parc. Le seul bémol concerne les repas, même si le buffet proposé est une bonne alternative pour changer de la junk food proposée dans le parc, le rapport qualité prix reste cependant très moyen.",Fabrice D a écrit un avis (janv. 2017),"Saint-Vincent-de-Tyrosse, France",bubble_40,no
Séjour magnifique,"Superbe hôtel, proche des parcs et du Disney Village. On s'y sent en sécurité. Petit-déjeuner parfait.  La magie de Noël est bien présente partout. Personnel courtois. Matelas un peu trop dur et attention à l'hygiène du sol près des wc dans la chambre. ",viaf2017 a écrit un avis (janv. 2017),Aywaille,bubble_40,no
Un Week-end de Noël merveilleux!!!,"Il n'y a pas de mot qui permet de décrire notre séjour, une ambiance de Noël autant dans le parc, dans l'hôtel, que dans la chambre avec le sapin, et les décos de Noël, nous étions dans notre chambre comme à la maison! Quel magie de voir les enfants ouvrir leurs cadeaux le matin de Noël au pied du sapin!  Un réveillon, au restaurant Walt sur Main Street, chaleureux avec un menu délicieux!  Une expérience indescriptible, qui nous a plongé dans un autre monde... un Rêve!!!! ",VirgiCed a écrit un avis (janv. 2017),"Fleurus, Belgique",bubble_50,no
La magie,Une demande en mariage unique ma femme etais au paradis  nous avons passer un moments de rêve c'etais  extraordinaire  Le repas du réveillon de Noël magnifique !  L'an météo à etais Clement puisque nous avons eux du bo temp ;-),Julien S a écrit un avis (janv. 2017),Mauguio,bubble_50,no
Bon accueil mais une qualité très moyenne,"Si l'accueil est en général excellent, les prestations de l'hôtel sont  moyennes par rapport au prix des chambres. A noter le restaurant à la carte le Yacht Club (cuisine raffinée selon le site web de l'hôtel qui promet d'embarquer pour un voyage culinaire) au prix d'un restaurant gastronomique, pour des plats surgelés... Si nous ne nous attendions pas forcément à de la grande cuisine, tout au moins à plus de €40 les plats, nous pensions une cuisine de plats faits maison. ",ericlM8418NJ a écrit un avis (janv. 2017),Levallois Perret,bubble_30,no
Séjour pendant les vacances de Noël,"Hôtel  propre. Nous avions pris des chambres communicantes. Elles étaient très bien. De plus, il n'est pas très loin des deux parcs. On a également diner au restaurant de l'hôtel, c'était très bien mais un peu onéreux tout de même. Je le recommande vivement. Nous avions passé un très bon séjour. ",houda E a écrit un avis (janv. 2017),nogent sur oise,bubble_40,no
Magique,"Très très bel  hôtel. Très cosy, chambre spacieuse confortable. Piscine très agréable et original avec ce bateau au milieu !petit déjeuner excellent ( mais nous étions avec un conpas)et surtout surtout un personnel d une extrême amabilité .gentillesse !",Jocelyne L a écrit un avis (janv. 2017),"Brest, France",bubble_40,yes
Bien rénové,Nous avons séjourné 3 jours 2 nuit avec un enfant de 10 ans .  L'hôtel est bien rénové mais beaucoup trop impersonnel a notre goût. De l ascenseur a notre chambre 5 grosses minutes à pied a parcourir les longs couloirs...  Le magasin était en rénovation donc nous n avons pas su s'y rendre.  Le buffet du soir à l'hôtel était très bon .,corailbeach a écrit un avis (janv. 2017),verviers,bubble_40,no
Séjour Magique !,"Séjour de 2 jours et 1 nuit, malheureusement trop court pour tester complètement tous les services de cet hôtel.  Les chambres sont très bien équipées et confortables, la décoration très soignée et tout rappelle Disney. C'est super ! Le petit déjeuner était délicieux avec tout en quantité abondante. Nous n'avons pas pu tester la piscine par manque de temps... Hôtel à 15min à pied des parcs. Nous ne manquerons pas d'y retourner...",08550 a écrit un avis (janv. 2017),"Bretteville, France",bubble_50,no
Séjour en chambre compass club vue lac du 19 au 22 décembre 2016,"Hôtel à 10 mn des parcs à pieds avec une vue imprenable sur l'hôtel New York de l'autre côté du lac. Chambre magnifique au 8ème étage et literie extrêmement confortable, personnel du Compass Club au top : de la réception privative au lounge en passant par le service voiturier et les casts de la bay boutique. Piscine très agréable. Un séjour inoubliable et magique durant lequel on nous a chouchoutés.",nathoum a écrit un avis (janv. 2017),"Toulouse, France",bubble_50,no
Belle Hôtel,"Déçu par les deux parcs Disney week end de 2 jours , beaucoup d""attente pour certaine attraction et de nombreux problémes technique sur plusieurs attractions , faire une file d'attente d'1h pour s'entendre dire qu'il faut sortir car il y a un probléme technique , je ne suis pas prêt d'y retourner ainsi que ma famille.",386alexandrew a écrit un avis (janv. 2017),"Beuvry, France",bubble_40,no
Nouvel an,Hôtel très bon par rapport qualité / prix. Personnel compétent serviable et poli au vu de la sécurité mise en place à l'entrée de l'hôtel. Attention au difficulté pour se retrouver dans l'hôtel par rapport au ascenseur selon à quel niveau nous nous trouvons et par rapport à l'aile de l'hôtel.,Patrick S a écrit un avis (janv. 2017),"Mathod, Suisse",bubble_50,no
Très bien parce que bien placé et ...que c'est Disney et que c'est Noël ... mais quand même!,"L'hôtel est agréable et joliment décoré. Nous étions au 5ème étage avec une chambre vue lac. Donc bien placés et rien à redire  ...  enfin presque ... pour le prix, on pourrait quand même espéré être davantage chouchouté : ce sont quand même les seuls hôtels en France dans lesquels on ne vous met pas à disposition une bouilloire avec un peu de thé, tisane ou café et que vous n'avez pas autant de verre à dents et de produits de bains que d'occupant. (Nous étions 4 : 3 adultes + 1 ado de 16 ans) ... mais bon, c'était Noël, ... et il y a la magie Disney alors ... on dit rien ... mais ça gâche un peu le truc la mesquinerie.",Nolric36 a écrit un avis (janv. 2017),"None, None",bubble_40,no
"Hôtel magnifique, calme et proche des parcs","Sejour d'une nuit dans ce magnifique hôtel. Le personnel est très agréable et à l'écoute. L'hôtel est calme, propre. Les chambres sont suffisamment spacieuses, bien agencées. La literie est vraiment de bonne qualité. Pas d'attente pour le petit déjeuner. Proche des parcs et du disney village. J'y retournerai sans hesiter!!!",Aurélie L a écrit un avis (janv. 2017),"Ennezat, France",bubble_50,no
Excellent séjour !,"Tout est mis en œuvre pour passer un excellent séjour en famille. Les prestations sont de qualité, le personnel très agréable et disponible et en ce contexte les contrôles de sécurité renforcés sont efficaces et sécurisants.",NathalieBLF a écrit un avis (janv. 2017),"Aisne, France",bubble_50,no
séjour magique,on a passer un séjour au top c’était magique et cela valais le coût. Les enfants étaient émerveillées comme les parents mdr et même si il y avais beaucoup de monde on a fait beaucoup d'attraction. Les spectacles étaient geniaux.,melinap2017 a écrit un avis (janv. 2017),"Fontaine-la-Guyon, France",bubble_50,no
Séjour parfait ou presque,"Très beau séjour avec chambre vue lac et balcon au dernier étage. Je regrette le bruit de la vmc vraiment pénible même au minimum. Ainsi que la qualité de la nourriture du room service. Literie impeccable, personnel adorable.",alinelA7907XQ a écrit un avis (janv. 2017),Caen,bubble_40,no
Le meilleur jusqu'à maintenant. ,Pour notre séjour annuel au parc Disneyland nous avons séjourné 2 nuit dans cette hotel . A notre grande surprise nous avons eu une chambre avec balcon qui donner pile sur le lac . La chambre tres propre ( comme toujours lors de nos précédente visite ). Nous avons tres bien dormi et le perssonelle et très sympathique. Pas eu le temp de profité de la piscine mais la prochaine fois .,Romain D a écrit un avis (janv. 2017),"None, None",bubble_50,no
Nous avons passé un excellent sejour magiqueen cette période de Noël tout y était a recommandé,Nous avons passé un excellent séjour en cette période magique de Noël tout y était petit reproche à faire est le prix pratiqué dans le parc mais a recommandé absolument pour le plaisir des petit et des grand et de pouvoir quitter un moment le monde pour un monde celui de la féerie et de la magie ,D6111SJantoniop a écrit un avis (janv. 2017),Manage,bubble_50,no
Très bel hôtel bien rénové,"Séjours passés avant et après rénovation et passage de l'hôtel de 4 à 5 étoiles. Chambres spacieuses, TV modernisée, grande salle de bains. Je conseille pour le petit déjeuner de prendre le petit déjeuner américain servi à table avec supplément. Bien situé et accessible à pied à partir du Disney Village.",Muriel B a écrit un avis (janv. 2017),"Clichy, France",bubble_40,no
Merveilleux séjour,"Nous avons séjourné pour le nouvel an dans cet hôtel. Autant en qualité, d'accueil que matériel, nous n'avons pas été déçu. Le personnel est soucieux de satisfaire au mieux notre séjour en répondant dans le mesure du possible à nos demandes. la chambre est spacieuse, agréable,très bien décoré ainsi que la literie qui est très confortable, surtout après de longues marches dans les parcs disney. Les petits déjeuners sont copieux, il y a du choix. Nous avons eu la chance de pouvoir déjeuner au Yacht Club, une expérience fort agréable dans un décor magnifique.",Julien C a écrit un avis (janv. 2017),"None, None",bubble_50,no
Newport Bay club - Compass club,"Avantages majeurs du compass club :  La réception privative, et l'espace privatif pour le petit dej et collation de 16h à 18h. Les chambres restent les mêmes et se trouvent aux 7 eme et 8 eme étages Hôtel vite plein car reservé souvent pour des congrés. Donc , Beaucoup de monde , même en période hors scolaire. Hôtel recemment rénové avec bon goût.",B3341MTfredericb a écrit un avis (janv. 2017),Villefranche Sur Mer,bubble_40,no
Avis hotel Disneyland Paris,"Hotel super, personnel agréable. Les chambres sont propres, l'univers de Disney est repris dans l'ensemble des éléments de décoration. Le petit déjeuner est compris avec la réservation de la chambre, les restaurants de l'hotel sont très chers. ",camillecop a écrit un avis (janv. 2017),"Tourcoing, France",bubble_40,no
Mauvais rapport qualité/prix,"Nous avons passez 2 nuits et 3 jours en famille pour le réveillon du nouvel an, à notre arrivée dans la chambre dans la salle de bain des cheveux dans la douche encore un coton tige par terre. Par contre le buffet petit déjeuner est copieux mais parquer dans une grande salle de réception qui fait très cantine  Bref pour le prix même pas une petite bouteille d'eau dans la chambre...... nous sommes un peu déçus ",Bi B a écrit un avis (janv. 2017),"Toulouse, France",bubble_30,no
Hôtel agréable,"L'hôtel est magnifique et le personnel sympathique et souriant. La chambre était propre et large mais son accès difficile (4e étage, et plusieurs très longs couloirs avant d'arriver à notre porte!) On a accès à la piscine (+ bain à remous/hammam/sauna) et à la salle de sport de 7 à 22h",Sabrina T a écrit un avis (janv. 2017),"St-Chamond, France",bubble_40,yes
Très bon hôtel,"Séjour agréable dans un hôtel refait à neuf, personnel à l'écoute, très chaleureux... Très bonne organisation, que se soit pour le petit déjeuner et la restauration. Rien à redire pour cet hôtel. Seul petit bémol, il n'y avait pas de personnage pour faire une photo souvenir, hors il y a environ 3 ans nous avions pu faire une photo souvenir pour mon fils avec PLUTO... dans ce même hôtel, vraiment dommage qu'il ne le fasse plus...",marcel g a écrit un avis (janv. 2017),"Nîmes, France",bubble_40,no
