titre_comm,comm,dateAvis,dateSejour,loc,note,photo,id
Worst hotel,"The food is awful, the service is terrible. It’s over priced and not worth it. The staff mostly are arrogant, there is however a few lovely staff members. The rooms don’t actually get cleaned, but they will make your bed.",Paula C a écrit un avis (août 2021),Date du séjour : août 2021,"None, None",bubble_10,no,"Paula C a écrit un avis (août 2021)None, Nonebubble_10"
Cher pour les prestations,"Séjour de deux jours une nuit à l'hôtel MARVEL. La décoration est belle, le personnel sympathique comme dans tous les hôtels de Disney faits jusqu'à présent. Ni plus, ni moins. Cependant les chambres vu les prix laissent à désirer. Lits petits en taille pour des hôtels de ce prix, ménage pas au top, et finitions faites à la va vite (tache de peinture sur les carrelages de salle de bains, plinthes ..), toilettes dans la salle de bain et aucune vue de la chambre mise à part des toits !!  Pour notre part aucune intention particulière lors du séjour ou des cadeaux de bienvenue dans la chambre.  Vu les prix nous ne retourneront pas dans cet hôtel pour notre prochain séjour.",Nath G a écrit un avis (août 2021),Date du séjour : août 2021,"None, None",bubble_30,no,"Nath G a écrit un avis (août 2021)None, Nonebubble_30"
Great hotel!,"This is our first stay in the New Art of marvel hotel. Having stayed in a number of different on site hotels previously I have to say this one was by far the best. Service from arrival to check out was perfect.  The food in the restaurants was top notch. Breakfast was a ""buffet"" and we were well fed with no long gaps in service. Ate dinner in the downtown restaurant and having ordered a birthday cake the staff really made our young lads day. Special thanks to Kevin who went above and beyond with his attentiveness and quality of service. Pool (indoors and out) was a comfortable temperature, was clean and spacious. (No shallow so be aware with small kids, plenty of lifesavers and lifeguards) Location was great, short hop to the village.  The art work and heroes experience was…",leavser a écrit un avis (août 2021),Date du séjour : août 2021,Dublin,bubble_50,no,leavser a écrit un avis (août 2021)Dublinbubble_50
Très bel hôtel,Si vos enfants ou vous même êtes fan de Marvel vous êtes au bon endroit !  Pour commencer le personnel est remarquable et très professionnel. Nous avions le service réception privée et salle de repos avec tea Time et nous ne sommes pas déçu de la prestation. Restaurant en buffet à volonté et l’italien très bon  . La décoration de cet hôtel est  juste époustouflante si vous êtes passionné de Marvel ! Des petites attentions et cadeaux tous les jours chambres faites régulièrement chaque jour . Piscine au top ( les enfants n’ont pas pied ) brassard ceinture à dispo .  Très bon séjour et vraiment merci au personnel,Powpit a écrit un avis (août 2021),Date du séjour : août 2021,"None, None",bubble_40,yes,"Powpit a écrit un avis (août 2021)None, Nonebubble_40"
hôtel et service digne du Disneyland hôtel,"Nous avons été conquis par l’hôtel.  Le service est digne du Disneyland hôtel. Nous avons un grand professionnalisme du personnel. Les chambres sont grandes et modernes. Grandes serviettes pour s’envelopper le corps à la sortie du bain. Une TV immense, des lumières de partout. Un service au top (chambre faite plusieurs fois par jour et d’agréables attentions le soir sur le lit). Pour les prestations de l’hôtel : la piscine était très bien. Nous n’avons pas été emballés par le bar, mais le restaurant était un grand moment de plaisir. On a apprécié la formule à volonté, qui nous a permis de déguster agréablement  les différentes saveurs des plats. Le point photo avec Spiderman et les autres stations étaient très bien aussi. Nous avons regretté toutefois certaines choses : la porte…",bonnevacances a écrit un avis (août 2021),Date du séjour : août 2021,france,bubble_50,no,bonnevacances a écrit un avis (août 2021)francebubble_50
Le top!,"Nous avions une réservation en chambre Empire State Club. La réception est top, individuel, dans un salon privatif. Nous avons d’abord eu droit à un rafraîchissement afin d’attendre qu’une personne soit dispo.  Tout était prêt, ils nous ont même trouvé des réservations dans le restaurant Manhattan pourtant complet.  La personne qui a fait notre enregistrement nous a accompagné dans notre chambre.  La chambre était magnifique et vraiment très agréable.  Les lits sont top, la vue sur le lac parfaite.  Les services de l’hôtel sont impeccables, les employés très sympathiques. Plusieurs petit cadeaux dans la chambre.  Les matelas sont hyper confortables.  La piscine est top pour se détendre après une journée au parc.  Les petits déjeuners sont pris dans un salon a part, le services…",Xuog a écrit un avis (août 2021),Date du séjour : août 2021,"Mauvaisin, France",bubble_50,yes,"Xuog a écrit un avis (août 2021)Mauvaisin, Francebubble_50"
Tres bien,"Pour l anniversaire de mon fils nous avions réservé à Disney, l'acceuil etait tres bien malgré beaucoup de monde, la chambre décoré sur le thème Marvel  le service bagagerie s est chargé de monter nos valises, on nous a offert un tableau Marvel et des cocktails (sans alcools). il y avait meme un service de voiturie.  La chambre très bien équipé, très bonne literie, très confortable, salle de bain très propre, chambre bien insonorisée  Depuis sa renovation l'Hotel est tres bien et tres design.  tres calme au niveau des chambres et dans l'ensemble de l'hotel.  Mon fils etait tres content de prendre des photos avec Spider Man à l hôtel, nous aussi d'ailleurs.",SandyCharleroi a écrit un avis (août 2021),Date du séjour : août 2021,Belgique,bubble_40,no,SandyCharleroi a écrit un avis (août 2021)Belgiquebubble_40
INCROYABLE SURPRISE,"Connaissant l'hotel New york avant sa rénovation, autant je le trouvais froid et sombre, autant la, je fus bluffée. Le hall est tellement lumineux, mais pas que. Des surprises nous attendent dans le hall. L'hôtel est super bien agencé et l'on ne peut pas se perdre. Les indications sont très claires. La rencontre avec Spiderman était juste géniale. Il faut réserver par contre. Les restaurants sont superbes et la chambre..... Outre le fait qu'elle n'est vraiment plus rien à voir avec l'ancienne, la déco est design et chic. Les lampes près des lits sont tellement originales, sans compter la télé sur le miroir.... la salle de bain est très fonctionnelle et les WC, une fois n'est pas coutume, sont séparés par une porte. Et la cerise sur le gâteau, des prises et des ports USB partout…",magali0304 a écrit un avis (août 2021),Date du séjour : août 2021,"Crepy-en-Valois, France",bubble_50,no,"magali0304 a écrit un avis (août 2021)Crepy-en-Valois, Francebubble_50"
MARVELous,"Une expérience unique.  A mi chemin entre l’hôtel de luxe et le musée d’art moderne, le Disney’s New York, The art of Marvel, après sa profonde réhabilitation, est une véritable œuvre d’art.   La thématique new-yorkaise est toujours bien présente avec une touche Marvel hyper graphique sans tomber dans le « too much ».   Luxueux et élégant. Voilà les qualificatifs à retenir.  Quant au service, il est digne des standards attendus et des prétentions que ce nouvel hôtel souhaite imposer.   Si la magie Disney est toujours là ? Oui ! Avec une ambiance Marvel et une volonté de haut standing assumées.   Une seule envie : y retourner.",GG55100 a écrit un avis (août 2021),Date du séjour : juillet 2021,"Verdun, France",bubble_50,no,"GG55100 a écrit un avis (août 2021)Verdun, Francebubble_50"
🎂🎂 Anniversaire de mon fils 🍰🍰,"Pour l anniversaire de mon fils nous avions réservé une semaine à Disney dans une chambre avec terrasse.  A peine arrivé le service bagagerie s est chargé de monter nos valises, on nous a offert un tableau Marvel et des cocktails  (sans alcools). Nous avons été très bien accueilli, la chambre décoré sur le thème Marvel (ballon, guirlande,gâteau...), nous avons même eu un appel téléphonique de la part de Mickey pour lui souhaiter un bon anniversaire, mon fils était émerveillé 😊😊 La chambre très bien équipé, très bonne literie, très confortable, salle de bain très propre. Télévision très chic intégrée. La conciergerie toujours au petit soin, notamment pour le restaurant que nous avions oublié de réserver et en 5 minutes nous avions notre table tous les soirs au restaurant…",Gabriel S a écrit un avis (août 2021),Date du séjour : août 2021,"None, None",bubble_50,yes,"Gabriel S a écrit un avis (août 2021)None, Nonebubble_50"
Une catastrophe.,"Arrivé nous demandons comme celà nous avait été indiqué par téléphone une place au restaurant de l'hôtel. Étant client de l'hôtel nous nous attendions à étre prioritaire sur les non clients et bien pas du tout. Un certain Nicolaï de la conciergerie nous a indiqué dans une froideur totalement hors contexte disney qu'on nous avait mentis au téléphone et que nous devions nous débrouiller pour manger le soir avec nos jumelles de 2 ans et demi. Super. Après une journée bien remplie au parc, nous rentrons à l'hôtel et demandons où se trouve notre chambre car tout est très mal indiqué. Un employé nous dit qu'il doit activer nos cartes avant et fait grosse boulette qui plante le système à ces dires. Conclusion 30 minutes d'attente à 21 heures avec nos filles allongées par terre. Une…",Lucrèce P a écrit un avis (août 2021),Date du séjour : août 2021,"None, None",bubble_10,no,"Lucrèce P a écrit un avis (août 2021)None, Nonebubble_10"
Top,"Nous avons eu la chance d’y passer 3 nuits lors d’un séjour au parc , c’est un très bel hôtel où l’ensemble des cast members sont vraiment très sympathiques et serviables ( mention spéciale à Léna du skyline) ; la chambre dont on a bénéficiée était très chouette et étant handicapée elle était très fonctionnelle en plus d’être joliment décorée. Bref il a été très dur de partir mais nous reviendrons",morgadrien a écrit un avis (août 2021),Date du séjour : août 2021,"Bagnols-sur-Cèze, France",bubble_50,no,"morgadrien a écrit un avis (août 2021)Bagnols-sur-Cèze, Francebubble_50"
Fantastico,"L'hotel è rimesso a nuovo e si vede. Spazioso e molto comodo all'ingresso dei parchi e del Disney Village. Personale gentilissimo e molto disponibile, buona la palestra e la piscina. I ristoranti ed i bar all'interno sono di buon livello così come la colazione. Ottima la possibilità di fare foto ricordo con personaggi marvel e la lounge del pomeriggio per la merenda. Da tornarci!",Paolino85 a écrit un avis (août 2021),Date du séjour : juillet 2021,"Pietra Ligure, Italie",bubble_50,no,"Paolino85 a écrit un avis (août 2021)Pietra Ligure, Italiebubble_50"
"Sublime Hôtel, de très haute qualité","Nous avons passé un excellent moment en famille dans ce sublime hôtel, tous les membres sont aux petits soins, la chambre est parfaite, belle, propre, super literie et déco magnifique ! Le restaurant Manhattan est majestueux, la cuisine est excellente, du goût, des bons produits frais, des assiettes très bien présentées. On a aimé les expériences Marvel, les photos, les ambiances… on était triste de partir, on va vite revenir en famille et avec des amis pour qu’ils puissent découvrir ce fabuleux endroit. En demi-pension c’est l’idéal ! Le petit-déjeuner est à tomber!!!! Franchement c’est le plus beau hôtel qu’on est fait et pourtant on en a fait plusieurs !!!! Celui-là est vraiment à part…. Bravo au design",bibi77 a écrit un avis (août 2021),Date du séjour : août 2021,"None, None",bubble_50,yes,"bibi77 a écrit un avis (août 2021)None, Nonebubble_50"
"Super, nous reviendrons !","Nous avons passé un très bon séjour dans cet hôtel. Notre chambre était jolie, propre et la literie très confortable. Les couloirs sont magnifiques avec des œuvres d’art unique partout, c’est très réussi ! Et le hall de l’hôtel nous transporte directement dans l’univers Marvel, mes fils étaient aux anges ! Le personnel est aux petits soins, mention spéciale pour le service du petit déjeuner, mon fils étant malade cœliaque un serveur c’est occupé de lui tout le long pour lui proposer des choses sans gluten. Merci !  La seule petite déception c’est d’avoir une douche et non une baignoire, mais c’est une affaire de goût !",Jane a écrit un avis (août 2021),Date du séjour : juillet 2021,"None, None",bubble_50,yes,"Jane a écrit un avis (août 2021)None, Nonebubble_50"
Hôtel grandiose,Quel superbe hôtel. J ai séjourné deux nuits dans la suite présidentielle infinity et une merveille avec une vue incroyable ! Le personnel aux petits soins. Une qualité de service du bagagiste au encadrants digne des grands palaces parisiens! Merci a christina pour sa disponibilité et son professionnalisme ; eddy service bagage: stephane ; cyril etc j en oublie.. mohamed service brunch la llste est longue.tellement la qualite est omniprésente Au top du top.a tres bientot Mr arman....client du 14 et 15 août 2021 suite présidentielle,Sarkoleone a écrit un avis (août 2021),Date du séjour : août 2021,"None, None",bubble_50,no,"Sarkoleone a écrit un avis (août 2021)None, Nonebubble_50"
Manque de considération,"Si les chambres sont confortables elles ne justifient cependant pas le nouveau tarif ! D'autant que la nouvelle déco ne ravira QUE les fans Marvel. Que dire d'ailleurs du bar de l'hôtel ! C'est le plus gros ratage de la rénovation. Un cadre impersonnel avec juste trois écrans donnant l'illusion d'être au sommet d'un gratte-ciel dans un New-York au style ""Avengers"". J'y ai en plus vécu une mauvaise expérience quant à l'accueil. Entrée refusée car nous étions six personnes, en famille dans l'esprit Disney en fait, le comble !!! Je n'ai pas hésité à rédiger une plainte par mail mais la réponse reçue trois semaines plus tard était pathétique. Jugez vous-même :  ------  Disneyland® Paris 12 août 16:03  M,  Nous avons bien reçu votre courrier et vous en remercions.  Nous déplorons…",Bernard F a écrit un avis (août 2021),Date du séjour : juillet 2021,Nivelles,bubble_10,no,Bernard F a écrit un avis (août 2021)Nivellesbubble_10
"The hotel is chic, cool, and it has plenty of space .","The hotel is really cool, chic, modern.The rooms are spacious and modern , quiet and safe hotel. Personal is very attentive friendly, profesional .lots of cool things in the hotel , like picture time in Spider-Man world and tour around the hotel for looking at the different art around it. Service is really good , the swimming pools are big amd really nice one indoors one out doors. The location is fantastic, the security and preparation for Coronavirus really good it makes you feel safe to see so many controls and special pureel hand sanitizer every where in the park in the hotel. The Manhattan restaurant is really good, the food  really good and the restaurant id relaxing and elegant. Enjoy we really love this hotel",Ivanatraveler. a écrit un avis (août 2021),Date du séjour : août 2021,"Düsseldorf, Allemagne",bubble_50,no,"Ivanatraveler. a écrit un avis (août 2021)Düsseldorf, Allemagnebubble_50"
Féérique,"Pour avoir déjà séjourné au Disneyland Hotel, on est dans la même gamme, même si cet hôtel est curieusement classé 4 étoiles. Pour les fans de Marvel, c'est un véritable régal, la déco est fabuleuse et un espace photo permet de prendre des clichés amusants. Les chambres sont assez spacieuses et bien équipées. La piscine est plutôt grande avec une partie extérieure. Par contre les peignoirs ne sont pas fournis. Le personnel est très gentil. Le petit déjeuner est servi à table en raison de la situation sanitaire. Il est très complet et à volonté, par contre les oeufs brouillés sont un petit peu industriels.",Thierry L a écrit un avis (août 2021),Date du séjour : août 2021,"Torcy, France",bubble_50,yes,"Thierry L a écrit un avis (août 2021)Torcy, Francebubble_50"
"Très bel hôtel, avec des tarifs de 5* parisien..","L'hôtel est neuf , l'accueil est chaleureux , la zone réservée aux locataires de chambres estate club est fort sympathique . Chambre spacieuse , équipements haut de gamme , literie très confortable , c'est propre rien à redire . 2 bars au rez de chaussé proposant des cocktails et snaks à tarif Disney soit 15-16€ le cocktail alcoolisé ou 15€ l'assiette de beef jerky qui en gros est juste un sachet de boeuf séché industriel sortie du paquet ... le tarif de l'hôtel , certes en plein mois d'août .. une chambre estate à deux pour une nuit ( ok entrée parc sur 2j inclus ) a 1100€ .. bref , encore une fois l'hôtel rien a redire , mais tout est hors de prix encore une fois , comme pour tout dans le complexe de Disneyland Paris. Et tout ça pour avoir la malchance d'avoir une chambre avec…",Yifei Z a écrit un avis (août 2021),Date du séjour : août 2021,"Nancy, France",bubble_40,no,"Yifei Z a écrit un avis (août 2021)Nancy, Francebubble_40"
Superbe hotel,"L hotel, les infrastructures sont top. La décoration est raffinée,  moderne et marvel est partout. Top Les points négatifs   Les ascenseurs,  pffff, 3 ascenseurs longs très longs, du coup beaucoup d attente Nous avons été déçu de ne pas rencontrer , voir des héros marvel, spiderman sur rdv mais c est tout.  C est notre plus grosse déception car sinon l hotel est top",breizvoyage a écrit un avis (août 2021),Date du séjour : août 2021,"None, None",bubble_40,no,"breizvoyage a écrit un avis (août 2021)None, Nonebubble_40"
Très haut de gamme!,"Très haut de gamme  Décoration raffinée et vraiment très cool pour les fanas de Marvel. Comme souvent à Disney, équipe serviable Les chambres sont luxueuses et très modernes sans être immenses. Tout est très propre  La.piscine est appréciable, il y a aussi un magnifique terrain de basket et des appareils de musculation extérieurs  Situé à l'entrée du Disney Village donc moins de 5min à pied de l'entrée des parcs",Benjamin B a écrit un avis (août 2021),Date du séjour : août 2021,"None, None",bubble_50,no,"Benjamin B a écrit un avis (août 2021)None, Nonebubble_50"
super hôtel mais restaurant horrible,"hôtel super ,  chambre suite idem, petit déjeuner au salon  impeccable , jacuzzi en panne, le restaurant Manathan horrible,  nourriture  incipide pas de voyage en Italie et la serveuse !!!!! retirer les assiettes alors qu'une personne mange encore n'a pas fini, 2 ème erreurs , une personne n' a pas fini le dessert , pas le temps de demander un café,  addition sur la table sans l'avoir demandé.  très déçue de ce restaurant à revoir...  je reviendrais que pour l'hotel et les parcs .",Jenny B a écrit un avis (août 2021),Date du séjour : août 2021,"None, None",bubble_30,yes,"Jenny B a écrit un avis (août 2021)None, Nonebubble_30"
Dîner au restaurant Downtown,Après notre journée au parc Disneyland nous avions réservé Un dîner au restaurant Downtown à l'hôtel Marvel. Nous avons l'habitude des repas buffet de Disney et avons été très déçu le prix est hyper cher pour une ambiance cantine et les plats très décevant. Et pour terminer j'ai été malade toute la nuit.  Restaurant à éviter !!!!,Emilie B a écrit un avis (août 2021),Date du séjour : août 2021,"None, None",bubble_20,no,"Emilie B a écrit un avis (août 2021)None, Nonebubble_20"
Pas à la hauteur du prix,"Nous sommes venus en famille pour 2 nuits le lendemain de la réouverture et, malgré la beauté de l'hôtel nous avons été fortement déçus du service. Nous avons demandé à la réception si la piscine fonctionnait normalement avec l'épidémie et la réception nous a répondu que oui, mis à part la jauge la piscine était ouverte. Arrivés là bas, uniquement la piscine extérieure et le jacuzzi l'étaient (il pleuvait et faisait 10°) . Si nous avions su cela nous n'y serions jamais allés. Du coup nous avons ""profité"" du jaccuzi et mon fils s'est malheureusement ouvert l'arcade sur le sol extrêmement glissant, et les secouristes sur place n'ont vraiment pas été à la hauteur ils nous en fait poireauter 1h15 pour remplir une fiche incident alors que mon fils pissait le sang et que nous voulions…",CassandreR a écrit un avis (août 2021),Date du séjour : juillet 2021,"Cannes, France",bubble_10,no,"CassandreR a écrit un avis (août 2021)Cannes, Francebubble_10"
Avis Mitigé,"Plutôt déçue de cet établissement... Habitués de Disneyland Paris, nous avions hâte de tester ce nouvel hôtel. Heureusement que la décoration et l'hôtel en lui même sont magnifiques. Pour le reste.... il n'est pas du tout à la hauteur d'un 4 étoiles ! Arrivée prévue vers 22h avec des enfants en bas âge, en voiture, personne pour nous prendre nos bagages. La réception nous attendait mais la chambre n'était pas prête. Obligés d'attendre plus de 30mn, avec un personnel qui semblait totalement perdu. Impossible de réserver le restaurant de l'hôtel pour lendemain soir. Nous avons eu un soucis de climatisation bloquée sur 10 degré en pleine nuit, impossible d'avoir une maintenance. Après plus de 45mn d'attente nous avons annulés notre demande étant donnée qu'il était minuit avec des…",Camille B. a écrit un avis (août 2021),Date du séjour : août 2021,"Poitiers, France",bubble_20,no,"Camille B. a écrit un avis (août 2021)Poitiers, Francebubble_20"
Déçu pas de magie,Déçu pas un personnage dans  l’établissement pas de petites attentions rien  Pas vraiment de magie pour les enfants  Les restaurants tt simplement hors de prix Pas contre très propre et bonne literie  Mais dommage de pas avoir fait des chambres familiales un peu séparées,Caroline H a écrit un avis (août 2021),Date du séjour : juillet 2021,"None, None",bubble_20,no,"Caroline H a écrit un avis (août 2021)None, Nonebubble_20"
Beautiful brand new hotel close to Disneyland Paris,"I had one night at this impressive property which had only opened shortly prior to my stay in early July 2021. Indeed, immediately when you enter the hotel, you feel the fact that the place is very new and everything looks shiny and sparkly. The hotel grounds are also very beautiful - both inside and outside. The lobby area is really nice, and the public areas are adorned with exclusive Marvel artwork and full-size superheroes.  As a welcome gift, we received a very cool Marvel poster upon check-in, which was a nice touch. The hotel's own ""newspaper"" was a cool amenity as well.  I booked the standard room category via hotels.com, and even the entry-level rooms are quite pricey, so we only stayed for one night. The room itself was very modern and felt upscale, but it was a bit…",Rasmus H a écrit un avis (août 2021),Date du séjour : juillet 2021,"Copenhague, Danemark",bubble_50,yes,"Rasmus H a écrit un avis (août 2021)Copenhague, Danemarkbubble_50"
Super séjour,"Tout commence par le lobby et son décor. Un endroit sorti des meilleurs comics. La réception était un peu débordée car la discipline de la clientèle est parfois dur à faire respecter. Il y a des lignes pour patienter.... C'est pas du décor. Le service conciergerie et le service bagagerie sont d'une gentillesse inouïe. J'ai eu la chance de tester le restaurant buffet le soir, je le recommande !!!! Un choix multiple et de qualité dans un décor art déco les équipes de cuisines et de salle vont font passer une excellente soirée.  Les bars sont très sympa, peut être revoir les horaires, 2 bars le soir serais peut être bien. Après c'est peut être du à la situation actuelle qui n'arrange rien.  J'ai eu la chance de prendre le petit dej au Mannathan, superbe endroit.  Les chambres sont…",Matthias F a écrit un avis (août 2021),Date du séjour : juillet 2021,"None, None",bubble_50,no,"Matthias F a écrit un avis (août 2021)None, Nonebubble_50"
Rapport qualité / prix en dessous de la moyenne,"J'ai fait un séjour dans le nouvel hôtel New York Marvel du 25/07 au 26/07/2021. J'ai quelques commentaires à partager concernant la prestation que je considère pas du tout au niveau surtout vu le prix de la nuitée:  Mes commentaires:      le 25/07, on me donne une chambre communicante à une autre chambre. Ayant déjà eu la mauvaise expérience de ce type de chambre dans un hôtel (Bruit d'une famille rentrant tard et mettant la télévision la nuit, m'empêchant de dormir). Je descends à la réception pour dire que je n'accepte pas ce type de chambre. On me dit qu'ayant demandé une chambre avec douche, c'était la dernière chambre avec douche disponible, raison pour laquelle, elle m'a été attribuée.         Cela faisait longtemps que j'avais réservé, donc me dire que c'était la…",Paul P a écrit un avis (août 2021),Date du séjour : juillet 2021,"Aix-en-Provence, France",bubble_20,no,"Paul P a écrit un avis (août 2021)Aix-en-Provence, Francebubble_20"
A good effort: A LOT OF PROBLEMS,"We are staying here right now.  Everything in this hotel feels and even smells nice and new. It’s very conveniently located and has nice touches like robes and slippers, as well as the welcome message on the tv screen upon arrival. Staff tries hard, and are super friendly. Our problem is the breakfast; it isn’t a small problem. We have vouchers for breakfast, and also have an unvaccinated child, so were hoping to take our breakfast either in our room or sitting outside where the weather is lovely. Turns our we are not allowed to eat breakfast outside EVEN THOUGH THERE ARE LOTS TABLES RIGHT OUTSIDE THE RESTAURANT WINDOWS AND DOORS. Could we go to the restaurant and pick up the food, then bring it back to eat in our room? NOPE! Can’t do that either. They have timed breakfast…",Sandra F a écrit un avis (juil. 2021),Date du séjour : juin 2021,"Washington, District de Columbia",bubble_30,no,"Sandra F a écrit un avis (juil. 2021)Washington, District de Columbiabubble_30"
Un sogno Marvel,"Eccellente Hotel a tema Marvel aperto da poco, pulito e ben organizzato. Vicinissimo a entrambi i parchi Disneyland. Colazione ottima, anche se causa COVID non era disponibile il buffet ma solo tramite ordinazione. Appena arrivati ci hanno dato un ticket per la colazione ( noi abbiamo prenotato il pacchetto mezza pensione) con l’orario, non abbiamo dovuto fare nessuna fila. Per quanto riguarda l’altro pasto ( noi abbiamo optato per la cena) nell’hotel non abbiamo trovato posto, bisogna prenotare molto tempo prima.Causa Covid la pulizia della camera è stata fatta solo su richiesta.",maricam77 a écrit un avis (juil. 2021),Date du séjour : juin 2021,"Diamante, Italie",bubble_50,yes,"maricam77 a écrit un avis (juil. 2021)Diamante, Italiebubble_50"
Un peu déçu,"Très belle rénovation et emplacement idéal. Accueil parfait et service de bagagerie fort utile, Service de conciergerie très réactif mais au regard du prix, ce qui nous semble des manquements : douche qui se transforme en piscine olympique jusque dans la chambre nécessitant de déposer une serviette derrière le pare douche, pas de brosse de toilettes, Lavabo qui s’évacue difficilement et prix qui me semblent excessif au niveau du bar, les cocktails étant  composé à plus de 80% de glaçons… alors si vous rajoutez l’absence de défilé, l’absence de feux d’artifice et un village qui fonctionne au ralenti… un peu déçu au regard du prix",olivie1969 a écrit un avis (juil. 2021),Date du séjour : juin 2021,"Cambrai, France",bubble_30,no,"olivie1969 a écrit un avis (juil. 2021)Cambrai, Francebubble_30"
Rénovation réussie,"Après avoir connu l'ancienne version de l’hôtel New York juste avant sa rénovation et là avoir découvert la version Marvel, quel changement !!! L'hôtel est superbe à l’intérieur comme à l'extérieur. Les Casts sont très prévenant et de bon conseil. Vous êtes transporté directement à New York au QG des Avengers. Le restaurant Manhattan est à faire si vous en avez l'occasion (mention spécial au cast qui m'as servi). La chambre est vraiment très réussie avec en surprise la vue sur le lac.  Très spacieuse, literie très confortable, thé, café deux bouteilles d'eau en cadeau, douche de très bonne taille. Seul bémol le manque d'une brosse de toilette Le petit déjeuner parfais, avec pas mal de choix, service à table Covid oblige. Petit cocktail de bienvenue pour la réouverture à prendre…",Kévin a écrit un avis (juil. 2021),Date du séjour : juillet 2021,"None, None",bubble_50,no,"Kévin a écrit un avis (juil. 2021)None, Nonebubble_50"
Excellent for family trip,"The SpiderMan suite is comfortable for a family of five, thanks to the two bathrooms.  The first impression is of space. When you move, nothing is on your way.  The suite is very nice thanks also to the Marvel art pieces in every room, including toilet.  Like the impressive blue image of SpiderMan in the skiline, when enlightened the night.  We enjoyed taking photos of the statue of the different characters spread into the park. Very professional personnel, ensuring a delightful stay.",Francesca Z a écrit un avis (juil. 2021),Date du séjour : juin 2021,"None, None",bubble_50,no,"Francesca Z a écrit un avis (juil. 2021)None, Nonebubble_50"
Fantastic Stay,"Really enjoy my recent stay in The Art of Marvel Hotel.  This Hotel really is next level. The decor, amount to do for kids and adults and the general vibe is excellent.   A big unexpected pro was the indoor/outdoor pool, navigating the parks in masks in 30 degree heat can be exhausting, this was a great space to relax and enjoy the heat. It also allowed us add some R&R to a typically full on trip.  I travelled with my son (6 y/o) and daughter (6m old), the cot for the baby was great (some places just provide a travel cot / playpen) and a bottle heater was provided. There was plenty of highchairs also.  Having previously stayed at the Disneyland hotel, it is the next best option in regard to park proximity whilst the Disneyland hotel is being refurbed.   Extra magical hours…",KarlAndCatherine a écrit un avis (juil. 2021),Date du séjour : juillet 2021,"Dublin, Irlande",bubble_50,no,"KarlAndCatherine a écrit un avis (juil. 2021)Dublin, Irlandebubble_50"
rénovation réussie,"Très bon accueil. La rénovation est réussie, décoration très jolie et vous transporte tout de suite dans le monde de Marvel. Les chambres sont grandes et très belles, modernes et design. Nécessaire à café et thé dans la chambre très appréciable en plus des 2 bouteilles d'eau offertes. Différents types d'oreillers sont présents dans la chambre, pour satisfaire les plus exigeants. Les lits sont très confortables mais beaucoup trop petits pour 2 adultes (en largeur) J'ai beaucoup aimé cet hôtel.",Emma Nao a écrit un avis (juil. 2021),Date du séjour : juillet 2021,"Montigny-le-Bretonneux, France",bubble_40,no,"Emma Nao a écrit un avis (juil. 2021)Montigny-le-Bretonneux, Francebubble_40"
"Espectacular hotel recién renovado en Disneyland Paris, no sólo para los fans de Marvel","Nuestra visita a Disneyland Paris coincidió con la reciente reapertura del Hotel New York, ahora completamente renovado con la temática de Marvel. La experiencia es impresionante ya sea uno fan de Marvel o no, pues la calidad de instalaciones y servicio es impecable. Ubicado a unos 10 minutos de la entrada a los parques, sorprende desde su recepción decorada con arte y memorabilia de Avengers por doquier. Las instalaciones son de muy buen gusto, modernas y elegantes. Las habitaciones son igualmente sorprendentes, con detalles especiales como una pantalla de TV oculta tras un espejo que te da la bienvenida o las amenidades con motivos de Marvel en el baño. Los restaurantes, lounge y bar son también una experiencia, destacando el Skyline Bar, ambientado como el lounge de Tony…",ViajeroSV a écrit un avis (juil. 2021),Date du séjour : juillet 2021,"Genève, Suisse",bubble_50,yes,"ViajeroSV a écrit un avis (juil. 2021)Genève, Suissebubble_50"
Mariage réussi Art Déco & Comics,"Séjour en famille en chambre supérieure avec 2 enfants (8&9 ans), en juillet 2021 (période COVID).   Très content de ce séjour dans un hôtel très bien rénové, mais pas forcément optimisé pour des jeunes enfants.  Pas d’avis sur le rapport qualité/prix car nous avons réservé en dernière minute.   Les plus - l’accueil sympathique par l’ensemble du personnel : réception, restauration, entretien, loisirs - la magnifique décoration art déco avec une thématique Marvel. On a envie de visiter tout l’hôtel pour découvrir les oeuvres - la super hero station qui permet de rencontrer des super-héros et de faire des photos mythiques - la restauration buffet (servi à table cause COVID) pour le dîner et le petit déjeuner - la chambre magnifique et bien conçue : plein de prises USB pour charger…",Largo57 a écrit un avis (juil. 2021),Date du séjour : juin 2021,"None, None",bubble_40,yes,"Largo57 a écrit un avis (juil. 2021)None, Nonebubble_40"
