titre_commentaire,commentaire,Mois_Avis,Annee_Avis,Ville,Pays,Mois_Sejour,Annee_Sejour,Note,Photo,langue,latitude_city,longitude_city,Pays_recod,Contient_recod,lat_Pays,Lon_Pays,Ville_recod
Un moment magique,"Hotel parfait sur tout les points.. Magnifique, chambre spacieuse propre et très belle.  Personnel tellement gentil et accueillant.. Mention plus pour le studio marvel ou tout les cast member sont au petit soin.   Petit déjeuner au dessus des autres hotel disney avec un plus :le jus d'orange pressé. Les details qui font la différence.. On reviendra c'est sur....",octobre,2021,None, None,octobre,2021,5,no,fr,44.933143,7.540121,None,None,None,None,None
Néanmoins nous recommandons cet hôtel pour la décoration et les chambres.,"Nous avons passé 1 séjour de 3 nuits et 4 jours dans cet hôtel. Sans compter le disneyland hôtel, il bien situé (10 min à pied du parc) ce qui est plutôt appréciable après 1 journée à marcher. La décoration et la thématisassions nous a beaucoup plu que ce soit dans le hall d’entrée, les restaurants, les salons et les chambres(nous ne sommes pas allé à la piscine).L’accueil est professionnel et chaleureux de manière général il  n’y a rien à dire sur les cast-members. Les chambres classiques (or Empire state club) sont grandes et confortables mais léger problème d’insonorisation si vous êtes trop haut dans les étages car avec le vent il y a un léger bruit, ( un peu dommage vue le prix demandé).La super héros station est sympa et amusante. Nous remercions d’ailleurs les cast…",octobre,2021,None, None,septembre,2021,4,no,fr,44.933143,7.540121,None,None,None,None,None
"Malheureusement, cela ne vaut pas la peine d'attendre pour visiter","Nous sommes des visiteurs réguliers de DLP (et de grands fans de Marvel) et attendions avec impatience ce voyage pour enfin découvrir leur réinvention de l'hôtel, mais malheureusement, cela n'a pas vraiment été à la hauteur du battage médiatique. Les chambres sont joliment décorées, mais les murs sont très fins. Nous pouvions entendre chaque mot et chuchotement de la pièce voisine, et quand ils prenaient une douche, cela ressemblait plus à s'ils étaient dans notre salle de bain que dans la leur. Le ménage laissait également beaucoup à désirer. Lorsque nous sommes arrivés, nous pouvions clairement voir sous le canapé-lit où se trouvaient de grosses boules de peluches et de poussière, des cotons-tiges usagés, des bandes de médicaments vides, etc. Il n'avait manifestement pas été correctement nettoyé depuis son ouverture. Nous avons attrapé une femme de ménage dans le couloir et leur avons demandé de le nettoyer, ce qu'ils ont fait, mais les choses n'ont pas…",octobre,2021,Winchester, Royaume-Uni,octobre,2021,3,no,en,51.0612766,-1.3131692,Royaume-Uni,Europe,51.0607326,-1.3132457711194079,Winchester
Une spidernuit,J adore l hôtel. Tout a été fait avec goût et raffinement . La chambre est superbe. Le lit excellent ainsi que les équipements. Le restaurant Manhattan est superbe aussi et la nourriture bonne ce qui est rare à Disney. Bref très bonne surprise,octobre,2021,Brignoud, France,octobre,2021,5,yes,fr,45.2581552,5.908406,None,None,None,None,None
Superbe Hôtel,Magnifique hôtel épuré aux lignes modernes. Les œuvres exposées sont magnifiques. Le parfum est enivrant. La station photo avec la rencontre de spiderman est un plus qui rend cet hôtel à part. Le personnel est d'une bienveillance professionnelle unique. L'empire state club chouchoute à la perfection ses clients. Nous avons passé un merveilleux séjour.,octobre,2021,None, None,octobre,2021,5,no,fr,44.933143,7.540121,None,None,None,None,None
Séjour incroyable,"Nous avons passé une nuit dans une chambre club Empire State et nous avons passé un moment merveilleux : nous aurions aimé pouvoir rester plus longtemps. L'enregistrement dédié, le petit-déjeuner buffet et le goûter sont de très bons extras avec ce forfait et les enfants ont vraiment apprécié la friandise Infinity Stones laissée dans la chambre. C'est aussi l'un des plus proches des parcs, il est donc facile d'entrer et de sortir rapidement. Tout est un peu plus lent avec les contrôles COVID et vous devez télécharger l'application Disneyland pour accélérer les enregistrements au bar, réserver des tables et voir les menus. La chambre était super confortable, la vue sur le lac fantastique et tout l'hôtel est magnifique. Le personnel ne pourrait pas être plus serviable. La seule petite déception était l'emplacement du Skyline Bar - ce serait incroyable à un étage supérieur avec une vraie vue.…",octobre,2021,None, None,octobre,2021,5,no,en,44.933143,7.540121,None,None,None,None,None
EXCEPTIONNEL ! Un veritable reve !!!,"Nous avons passé 3 jours parfaits a l empire state club au 7eme etage. Le personnel a toujours ete tres attentif, aux petits soins. Nous n oublierons pas non plus les moments passes au restaurant manhattan ou au bar skyline. La boutique Marvel est au top ! Que dire de l hotel, dont la deco est somptueuse. Le rendez vous photo avec spiderman comblera les enfants. Bref, c est un vrai reve qui se realise ! Un merci special a Ange a la reception de l empira state club, a Debora et Niccolo au Manhattan. Tous les 3 ont rendu notre sejour encore plus inoubliable ! ",octobre,2021,Saint-Jean-d'Angély, France,octobre,2021,5,yes,fr,45.9445958,-0.5195756,None,None,None,None,None
Très beau mais quelques détails à revoir,"L'hôtel est très beau c'est clair, la déco, les luminaires sont vraiment bien pensés. Les chambres sont très belles aussi, bien équipées. Petit bémol qui a son importance, pas de balayette dabs les toilettes. Sans raison particulière nos toilettes se sont bouchées une fois lors de notre séjour de 3 nuits.  Notre lavabo faisait aussi quelques caprices pour se vider. Un problème de réglage de bonde que l'on ne doit normalement pas rencontrer dans un hôtel revendiquant ce standing. Les bars sont très beaux eux aussi, mais pour le tarif demandé on ne s'attend pas à boire une pina colada indigne d'un barman et une bière pression servie à peine fraîche. Dernier détail : pendant deux nuits nous avions des voisins au dessus de notre chambre avec un enfant qui faisait des allers retours…",octobre,2021,Lyon, France,août,2021,3,no,fr,45.7578137,4.8320114,France,Europe,45.7578371,4.8321925,Lyon
Un Musée ouvert des Marvel,Bon accueil des personnels adorables notamment aux restaurants !!! Les évidences de réservations pour manger ne sont pas si évidentes que cela .... bref  Nourriture de qualité au Manhattan. Du gigantisme un peu partout avec un accès au parc idéal ... A conseiller,octobre,2021,Saujon, France,octobre,2021,4,no,fr,45.6742681,-0.9244473,None,None,None,None,None
Whaou,"Super bon accueil que ça soit à l entrée a la réception Pendant les activités de l hôtel (piscine, dessin, rencontre avec spider man) Très belle chambre, on s y attendais pas C est très chouette d être à côté du parc à pied quel plaisir. Literie plutôt pas mal ainsi que les oreillers Deux  belles salle de bains Deux beaux ecrant TV mais un que nous avons eu du mal à faire fonctionner( je pense à cause des piles de la télécommande) Pas mal de prise Éclairage pratique Par contre si les gens ne sont pas discret on les entend. Pisine sympa Activé pour apprendre à dessiner super chouette nous y avons passé un très bon moment avec le cast members Sascha. Spider man et hyper cool, notre fils a passé un super moment il avait les étoiles dans les yeux. Très bon Acceuil au bar également.…",octobre,2021,Etampes, France,octobre,2021,4,yes,fr,48.4344621,2.1614464,None,None,None,None,None
Super-hôtel,"Nous étions dans cet hôtel il y a 6 ans, mais maintenant c'est tellement mieux. La rénovation vous a fait merveille. Nous avons été très agréablement surpris par la chambre, spacieuse et moderne, un luxe. À la réception (enregistrement et bagagerie), ils nous ont traités avec beaucoup de gentillesse. L'extérieur est également très bien, avec de grands espaces où l'on peut s'asseoir au soleil ou à l'ombre. Ce n'est pas bon marché, mais chez Disney le mot ""bon marché"" n'existe pas.",octobre,2021,Madrid, Espagne,octobre,2021,5,yes,es,40.4167047,-3.7035825,Espagne,Europe,40.4166495,-3.7035394,Madrid
Superbe et dépaysant,"Superbe hôtel cadre et chambres magnifiques l'ambiance New York est là, même en regardant par la fenêtre, restaurant Manhattan au top . Personnel au top le seul bémol est qu'à notre arrivée c'est la sécurité ( normal) que nous voyons en premier et contrairement au personnel de l'hôtel qui est charmant un accueil glacial sans bonjour et pas très aimable dommage car ce sont là est premières personnes que l'on voit . Sinon pour le reste c'est un sans faute car même en arrivant tôt il y a du monde pour nous accueillir avec le sourire. On reviendra avec plaisir",octobre,2021,Bécon-Les-Granits, France,octobre,2021,5,no,fr,47.5034433,-0.8012205,None,None,None,None,None
Ne jamais aller dans les hôtels Disney,"Alors que je n'ai pas encore pu profiter de ma réservation prévue pour fin octobre, j'ai déjà tellement de réclamations à faire à l'Hôtel Disney's New-York que je vous préviens ""N'allez jamais dans un Hôtel Disney à Paris… ! "" Après les incroyables difficultés que j'ai eu à joindre quelqu'un au téléphone concernant mon handicap (Le numéro indiqué sur le site internet de Google ne répond jamais), c'est maintenant aux e-mails qu'ils ne répondent plus. J'ai réservé un dîner par mail à l'adresse de la centrale de réservation de leurs restaurants, pour le restaurant Manhattan. Trois jours plus tard, on m'a confirmé ma réservation dans un autre restaurant. J'ai donc appelé le standard (01 60 45 73 00) et avec patience j'ai eu une personne qui m'a plutôt mal reçu au début, me disant qu'il fallait que j'appelle la plateforme…",octobre,2021,Neuilly-sur-Seine, France,octobre,2021,1,no,en,48.884683,2.2695658,None,None,None,None,None
Bel hôtel,"Bel hôtel. Spacieux, impeccablement propre et équipé de tout confort. Personnel amical et serviable. À l'intérieur du village de disney, donc à deux minutes à pied des parcs. Une infinité d'activités sont disponibles. Certainement recommandé!",octobre,2021,Naples, Italie,octobre,2021,5,no,it,40.8358846,14.2487679,Italie,Europe,40.835855949999996,14.248565182098474,Naples
"Empire State Club, le top !","Hôtel New-York rénové et modernisé, une vraie belle ambiance et un emplacement de choix près des parcs Disneyland et Disney Studio. Le bouquet de services des chambres « Empire State Club » permet de profiter d’une expérience « all inclusive » avec une conciergerie personnalisée, des chambres plus confortables et mieux équipées, le tpzti déjeuner et le goûter compris. Il est possible d’utiliser la bagagerie de l’hôtel pour la tranquillité d’un séjour où tout est pris en charge pour vous.  Malheureusement tout ceci a un prix, que beaucoup jugeront rédhibitoire.  Le personnel de l’hôtel est charmant dans l’esprit des cast-members des belles années Disney (ce qui est moins vrai dans les parcs).",octobre,2021,Caen, France,octobre,2021,4,yes,fr,49.1813403,-0.3635615,France,Europe,49.1813955,-0.363530052019429,Caen
2 nuits magiques,"Wahouuu!!! Quel hôtel ! Il est vraiment très beau ! Les enfants étaient ravis et nous aussi, les marvels sont partout un vrai plaisir pour les yeux !  Les chambres sont vraiment superbes, les lits très agréables pour une bonne nuit 🌙  Les services sont top : les enfants on pu prendre des photos avec Spiderman et dans les différentes scènes, et aller également au Kids club pour récupérer leur livre dessins Marvel réservé au client de l hôtel uniquement donc accessible 👍 Le restaurant pour le petit déjeuné et dîner très bien, le service est agréable et rapide pas de soucis. La nourriture est correct ! Encore bravo pour cet hôtel il est réussi et à eu beaucoup de succès auprès des nouvelles enfants et des parents. Nous y reviendrons avec grand plaisir ! Nos deux nuits étaient…",octobre,2021,Cogolin, France,octobre,2021,5,yes,fr,43.25,6.53659,None,None,None,None,None
dîner d'un soir,"Je viens juste de laisser mon avis sur le restaurant, car je suis allé dîner avec ma famille un jour.Je dois dire que la nourriture était très bonne, mais il me semble que l'ambiance entre les ouvriers laissait beaucoup à désirer J'ai remarqué quelque chose parmi les ouvriers que je n'aimais pas, et j'ai remarqué que toute l'équipe essayait d'embêter une seule employée, en dressant ses tables dans une langue qu'elle ne connaît pas alors qu'il y avait des serveurs qui parlaient notre langue, ou en donnant l'éloigne tout le temps pour des choses qui ne sont pas de sa faute. Cette serveuse qui a été harcelée s'appelle Anaïs, et je dois féliciter son attitude face à la situation, car elle n'a pas été influencée par l'attitude de ses collègues et a offert son plus beau sourire au client, comme il se doit, car les problèmes personnels qu'ils n'ont pas pas besoin de...",octobre,2021,None, None,octobre,2021,3,no,es,44.933143,7.540121,None,None,None,None,None
Parfait...,Cet hôtel est ce que j'attendais d'un tel établissement. Pour un week-end en famille j'avais choisi les chambres Empire State côté lac.  Grâce à cette formule la conciergerie s'occupe de vous et s'occupe de tout.  Pour la première fois je n'ai absolument rien eu à dire de négatif sur la chambre.  C'était parfait. Le plateau de courtoisie est le bienvenu.  Le coin lounge est très pratique.  Tout le personnel est aux petits soins.  J'ai adoré mon séjour dans cet hôtel.  Je conseille aussi le Downtown Restaurant  avec sa formule à volonté.  Et pour finir la piscine est l'endroit idéal pour se détendre  après une journée dans le parc. Cela fait un bien fou.  ,octobre,2021,Mondeville, France,octobre,2021,5,yes,fr,49.1771038,-0.3202231,None,None,None,None,None
Le Top 👍,"Le TOP tout simplement 👌👍, hôtel neuf, chambre spacieuse super décor. Le restaurant est agréable. Les repas, petit déjeuner et dîner sont parfait. Il faut penser à réserver avant le séjour . Le personnel est serviable et souriant. Vous pouvez y aller sans hésitation.",octobre,2021,Montpellier,None,octobre,2021,5,no,fr,43.6112422,3.8767337,France,Europe,43.6114338,3.8765305546089386,Montpellier
Magnifique rénovation,"Je ne suis pas fan de l'univers marvel mais nous avons choisi cet hôtel pour mon fils qui évidemment adore les super héros.  Je ne regrette pas du tout mon choix.  Dès notre arrivée nous avons été charmé par la déco et par les cm qui y travaillent.  Que ce soit au check in, restaurants et au bar.  Notre chambre était magnifique et qu'est ce que nous avons bien dormi ! Super choix au dowtown le soir et au petit déjeuner.  Mon seul regret c'est de ne pas avoir pu prendre mon petit déjeuner au manhattan...",octobre,2021,None, None,septembre,2021,5,yes,fr,44.933143,7.540121,None,None,None,None,None
Splendide !,"Magnifique hôtel, accueil grandiose, chambres spacieuses, propres et surtout fort bien insonorisées ! La télévision est tout simplement incroyable. Personnel à la hauteur de la magie du lieu, beaucoup de professionnalisme et d’attention à l’égard des clients, c’est vraiment très agréable. Petit souci technique dans la salle de bain à 21h30, appel à la réception, 5 minutes après un charmant monsieur arrive et résout notre problème avec le sourire. Magical place ! Merci à tous pour cet engagement dans un lieu unique au monde...pour le moment !",octobre,2021,Normandie, France,septembre,2021,5,no,fr,49.0677708,0.3138532,France,Europe,49.067367,0.313279,Valorbiquet
Séjour merveilleux,"Alors par ou commencer, nous venons de rentrer de notre petit long week-end à l’hôtel New York qui est tout simplement sublime. La décoration, les œuvres marvel que ça soit dans le hall les étages et les chambres sont tout simplement merveilleuses, on a qu’une seule envie les décrocher et rentrer avec :D. Nous avons eu affaire à la réception Empire et je tiens vraiment mais vraiment à remercier tout le personnel et toute l’équipe pour leurs disponibilités leurs sérieux tout le monde était au petit soin avec nous. Nous avons fêté l’anniversaire de notre petite fille et c’était un souvenir inoubliable pour elle et pour nous. Nous tenon à remercier Nair de la réception Empire pour son accueil sa gentillesse ses petites attentions pour notre fille elle était vraiment au top et tous…",octobre,2021,None, None,septembre,2021,5,yes,fr,44.933143,7.540121,None,None,None,None,None
Très bel hôtel mais très mauvaise insonorisation,"+ : très bel hôtel, extrêmement bien situé, proximité immédiate du Disney Village et des parcs  Personnel accueillant dans l'ensemble  Jolies chambres, literie confortable, télé personnalisée, hôtel très propre   Parking surveillé 24/24h et facile d'accès   Équipements de l'hôtel : piscine, salle de sport, héro station...  Bagagerie très pratique et bien organisée  - : la dame qui gérait le Skyline le 02/10 midi très désagréable, nous forçant à tout prix à télécharger la carte du bar (et refusant de nous laisser entrer tant que ce n'était pas fait) sur nos téléphone alors que nous lui indiquions ne vouloir qu'un coca. Il faudrait qu'elle revoit sa manière d'aborder les clients.  Dommage car les autres personnes étaient gentilles et attentionnés.   Mauvaise insonorisation,…",octobre,2021,Toulouse, France,octobre,2021,4,no,fr,43.6044622,1.4442469,France,Europe,43.60444985,1.4444940151085732,Toulouse
Séjour de Rêve à l'hotel New York,"Nous rentrons tout juste d'un séjour de 3 nuits à Disneyland Paris et nous avons eu la chance de découvrir ce petit bijou. L'hôtel est juste incroyable, magnifique !!! Les chambres sont très confortables ...on a dormi comme des bébés. la TV miroir incroyable... Les oeuvres Marvel et la déco, sont géniales. Nous avons trouvé l'idée de la Super Hero Station innovante et unique. Le restaurant Manhattan a une bonne carte nous nous sommes régalés. Nous l'avons préféré au Downtown, plus bruyant et moins chaleureux.  Point d'honneur au Bar Skyline et au service du personnel. Nous sommes rentrés du parc un soir en fin de journée puis nous avons décidé de prendre un cocktail. Ma fille a perdue une peluche au Disney Village sur le chemin du retour, elle pleurait en arrivant au bar. Le…",septembre,2021,None, None,septembre,2021,5,no,fr,44.933143,7.540121,None,None,None,None,None
Bon mauvais,"Examen: Hôtel New York Arrivée: À l'hôtel, il est plutôt tendu de sortir du taxi et la sécurité nous ordonne immédiatement d'aller à gauche / à droite pour le scan des sacs, le bracelet covid et la vérification des applications, puis le scan du corps de sécurité à travers la porte. Il est compréhensible que la sécurité doive se produire, mais malheureusement, cette première impression d'accueil à Disney n'est pas agréable et prépare instantanément le terrain pour la perte de la magie Disney. Enregistrement : Nous avons mal commencé notre séjour avec Air France qui a perdu nos bagages et haussé les épaules à chaque question. Du côté positif à l'enregistrement, Luca Maria était exceptionnelle, nous avons expliqué notre situation et elle a tout fait pour aider, nous étions très reconnaissants pour cette aide bienvenue. Chambre : était charmante, confortable (excellents lits) et tout ce dont vous avez besoin. Seulement 2…",septembre,2021,None, None,septembre,2021,4,no,en,44.933143,7.540121,None,None,None,None,None
"Excellent accueil, personnel attentionné, literie très confortable","Séjour de 3 jours et 2 nuits. prise en charge par le service Disney express afin de gagner un temps fou en sortant du TGV. Excellent accueil en réception empire lounge, un grand merci à Alizée pour sa bonne humeur et ses attentions. très bonne literie dans une chambre calme et très très propre. Merci au personnel des petits déjeuners et gouters. ",septembre,2021,Nantes, France,septembre,2021,5,no,fr,47.2186371,-1.5541362,France,Europe,47.218380249999996,-1.554388895957566,Nantes
Donc proche de 5/5 pour nous !,Fantastique rénovation de l'ancien hôtel New York. Chambres exceptionnelles. Très propre et sent le neuf ! Le bar Skyline était génial. Des cocktails très puissants mais chers! Tout l'art autour de l'hôtel fait beaucoup à voir et la station des héros était très amusante! Nous n'avons pas mangé à l'hôtel car nous n'avons pas pu avoir de réservation. Seuls deux problèmes que nous avions étaient les ascenseurs; J'ai attendu longtemps le matin pour arriver au rez-de-chaussée et. ramasser. Pas d'e-mail dédié à l'hôtel non plus. A part ça un beau séjour.,septembre,2021,Castleford, Royaume-Uni,septembre,2021,4,yes,en,53.722353,-1.3512543,Royaume-Uni,Europe,53.722231,-1.3512081,Cité de Wakefield
Week-end en famille ,"Superbe  rénovation  de l hôtel. Les fans de Marvel  se régalent.  Chambres modernes,refaites avec goût.  Salle de bain neuve. La télévision incrustée dans le miroir  est géniale.  Piscine  avec une eau à 29 degrés.  Baignade  extérieure mi septembre, les serviettes  sont prêtées  à la piscine.  Personnel très serviable  et agréable.  Les 4 étoiles sont méritées.  Belle  découverte et superbe week-end.",septembre,2021,Vire-Normandie, France,septembre,2021,5,no,fr,48.82015235,-0.8684694513302919,France,Europe,48.81943235,-0.8676510182040204,Vire Normandie
ambiance super-héroïque,"Excellent relooking pour l'hôtel new yorkais de Disneyland Paris, incontournable pour les amoureux de l'univers Marvel et pour ceux qui veulent passer un séjour luxueux à Disney. L'hôtel dispose d'excellents services, d'un excellent traitement et de la gentillesse du personnel de l'hôtel et d'une grande variété et qualité dans les restaurants de Manhattan et du centre-ville. L'atmosphère Marvelienne se respire dans tout l'hôtel, une authentique merveille. Nous répéterons sans aucun doute.",septembre,2021,Tona, Espagne,septembre,2021,5,no,es,41.8538039,2.2280115,None,None,None,None,None
"Bon hôtel, mauvaise nourriture","Les infrastructures de l'hôtel sont généralement très bonnes, les chambres confortables et bien équipées, le personnel attentionné et sympathique, mais les restaurants laissent beaucoup à désirer. Si vous êtes également coeliaque, ils vont de la qualité régulière à la qualité terrible. Dans un hôtel de cette catégorie, ils devraient le faire examiner.",septembre,2021,Madrid, Espagne,septembre,2021,3,no,es,40.4167047,-3.7035825,Espagne,Europe,40.4166495,-3.7035394,Madrid
DECEPTION,"La rénovation est agréable, la décoration actuelle !  Mais très grosse déception. A l'arrivée, les chambres choisies au moment de la réservation, n'étaient pas celles attribuées. J'ai du me battre pour avoir deux grands lits doubles (ce que j'avais réservé), ils voulaient absolument faire dormir mon fils de deux ans sur un ""sofa bed"".  Les serviettes de toilettes étaient tachées ...   De la poussière partout (étagère salle de bains, sous le lit, grille de climatisation ...   Après le passage de la femme de chambre, j'ai retrouvé les doudous de mon fils au sol sous le lit ... Elle a du secouer les draps sans prendre la peine de ramasser les doudous tombés  La baignoire qui est pourtant neuve était émaillée   Le tiroir sous la cafetière était plein de toile d'araignée ...  …",septembre,2021,None, None,septembre,2021,2,no,fr,44.933143,7.540121,None,None,None,None,None
Belle thématique d'hôtel avec des normes de nettoyage de chambre d'hôtel faibles,"J'ai séjourné à l'Art of Marvel pendant 4 nuits en septembre. Belle thématisation équilibrée sans paraître trop fantaisiste. Super ambiance pour les adultes et super activités pour les enfants. J'ai eu des problèmes majeurs avec la propreté de la chambre ou son absence. Lors de l'enregistrement dans la chambre le premier jour, j'ai essuyé toutes les surfaces par précaution de ma part, mais j'ai été surpris de voir à quel point les surfaces étaient sales. Le grand miroir de ma chambre n'avait pas été essuyé. À un moment donné avant mon séjour, un enfant était dans la chambre car de petites empreintes de mains et des taches de lèvres étaient partout dans la moitié inférieure du miroir. 2 jours sur 4 en rentrant dans la chambre pour une pause de midi à 14h00 des parcs - la chambre n'avait pas été nettoyée ni changée. La première occurrence, j'ai informé la réception et on m'a dit que les chambres étaient récemment libérées…",septembre,2021,None, None,septembre,2021,3,no,en,44.933143,7.540121,None,None,None,None,None
"Super séjour, rénovation au top. ","Ravie d avoir pu séjourner dans cet hôtel très bien rénové, avec une ambiance incroyable. Les chambres sont très modernes avec un miroir écran impressionnant. Le personnel est au petit soin, surtout les serveurs du petit déjeuner ! Nous y reviendrons avec plaisir... Mais pendant des promos car ca reste un budget. ",septembre,2021,Brunoy, France,juillet,2021,5,no,fr,48.6979312,2.5044613,None,None,None,None,None
Magnifique hotel et bon service,"La chambre est très grand, le lit est tres confortable.  Comme un musée de Marvel, partout on voit des tableaux magnifique.  Le service est agréable. On a mangé restaurant Manhattan , les plats sont bien copu et délicieux. Le service est parfait. Ca vaut le coup de payer un endroit magnifique.",septembre,2021,None, None,septembre,2021,5,no,fr,44.933143,7.540121,None,None,None,None,None
Au top !!,"Magnifique hôtel !! La galerie d’Art Marvel est exceptionnelle ! L’hôtel plaira aussi bien aux enfants qu’aux plus grands 😊  Nous avons séjourné dans une chambre Supérieure avec vue sur le jardin - rien à dire ! Deco épurée avec une pointe de Marvel  Présence d’une bouilloire, machine à café (capsule), thé, un petit frigo, table à repasser, coffre-fort, sèche cheveux La visite guidée faite par le CM Allan (merci à lui pour sa bonne humeur) fût très intéressante et ludique ! Nous la recommandons à tous ! Elle dure environ 1h et est gratuite (réserver à la réception) Nous avons bien retenu la leçon : ce n’est pas l’hôtel Marvel mais Disney’s Hôtel New-york - The Art of Marvel  En dehors de cette visite, n’hésitez à vous balader à chaque étage (et au RDC) car il y a de belles…",septembre,2021,None, None,septembre,2021,5,no,fr,44.933143,7.540121,None,None,None,None,None
Grand art et style service médiocre,"L'hôtel est magnifique, un fan de merveille sera dans son élément. Cependant, cela a un coût. Un coût de service médiocre avec les restaurants, la lenteur du service des boissons au bar et aussi... charge sur charge. Un simple thé à la chambre coûte 10 euros. Ils pourraient faire tellement mieux, mais il est clair que l'argent est tout ce qui compte.",septembre,2021,None, None,septembre,2021,3,no,en,44.933143,7.540121,None,None,None,None,None
Luxe et super-héros,"La réforme menée récemment autour du monde Marvel est excellente avec des références continues en feuilles, des écrans de bar avec des apparitions de spiderman, des vaisseaux spatiaux, des lignes droites et des références au monde de la bande dessinée et aux villes de super-héros. Chambres très spacieuses, les chambres familiales avec lits doubles, matelas et draps d'excellente qualité. Parfaitement climatisé et insonorisé. Grande télévision intégrée comme miroir, café et eau gratuits,... Un luxe authentique avec beaucoup de goût et des références à l'autre partie de son nom : New York Bon petit déjeuner avec possibilité de café expresso et différents plats qui sont servis à table en raison de la pandémie.",septembre,2021,Madrid, Espagne,septembre,2021,5,yes,es,40.4167047,-3.7035825,Espagne,Europe,40.4166495,-3.7035394,Madrid
Excellent séjour - Surtout pour les fans de Marvel,"J'ai séjourné ici pour des vacances en famille pendant quelques nuits. Nous avons opté pour une chambre avec terrasse sur jardin, ce que je recommande vivement car aucune des autres chambres n'a de balcon. Les terrasses ne sont pas entièrement privées, avec seulement de petites plantes entre chaque terrasse (mais cela ne nous dérangeait pas). Les chambres étaient de bonne taille mais ma seule demande serait d'avoir plus de rangement. Une seule penderie/espace de rangement pour toute la pièce. Les familles plus nombreuses ou celles qui ont des enfants peuvent avoir besoin de faire preuve de créativité en matière de rangement. La salle de bain était super, avec une baignoire de bonne taille avec une douche de tête. Le personnel était toujours amical et professionnel. Je n'ai pas pu faire de réservation dans les deux restaurants avant mon séjour car aucune disponibilité sur l'application mais le concierge n'a eu aucun problème à organiser cela pour moi. Je recommanderais également une visite au…",septembre,2021,Glasgow, United Kingdom,septembre,2021,5,yes,en,55.8609825,-4.2488787,Royaume-Uni,Europe,55.8609173,-4.247877815342897,Glasgow
"Hôtel de qualité, mais service laissant à désirer !","Un hôtel très bien refait, mais un service laissant franchement à désirer : - aucune solution trouvée pour se changer avant l'heure de disponibilité de la chambre (15h) - service de réservation de restaurants non fonctionnel ; réponse de la réception : se débrouiller seul - climatisation cassée le dernier soir, et malgré trois visites à la réception, aucune solution trouvée. Lorsque nous avons signalé l'incident le lendemain, aucune trace de nos demandes et on nous a ""invité"" à faire la réclamation en ligne : aucun suivi de celle-ci évidemment. Disney semble oublier que les visiteurs sont aussi des personnes...",septembre,2021,None, None,août,2021,3,no,fr,44.933143,7.540121,None,None,None,None,None
Bel hôtel très bien situé,"Super hôtel évidemment récemment rénové. Intelligent, propre et personnel sympathique. 10 minutes à pied dans les parcs. Chambres pas trop thématiques. Cela aurait pu être de merveilleux ""gratuits"", cela aurait été une bonne idée. Lits assez courts pour six pieds.",septembre,2021,Milton Keynes, Royaume-Uni,septembre,2021,4,no,en,52.0406502,-0.7594092,Royaume-Uni,Europe,52.04059415639842,-0.7594619369443005,Milton Keynes
Un séjour en tout point magique,"Nous revenons tout juste d'un séjour de deux nuits à l'hôtel New York - The Art of Marvel. Séjour magique de bout en bout. Nous avions réservé une chambre Empire State Club et avons eu la chance d'être surclassés dans la SuperHero suite du huitième étage. La chambre, pourvue d'un grand lit double et d'un salon avec canapé lit, est magnifique. La décoration sur la thématique Marvel à la fois présente sans être excessive dans des tons rouges, noir, beige et blanc harmonieux. La salle de bain possède une baignoire jacuzzi pourvue d'un jeu de lumière qui nous a beaucoup amusés. La vue depuis le huitième étage, même donnant plutôt sur l'arrière de l'hôtel (donc les parkings) permet d'apercevoir Hyper Space Mountain et le Château de la Belle au Bois Dormant et nous avons bénéficié de…",septembre,2021,None, None,septembre,2021,5,yes,fr,44.933143,7.540121,None,None,None,None,None
Hôtel excellent !,"Nous avons passé une nuit dans cet hôtel magnifique , sur le thème Marvel, parfait pour les fans et totalement immersif ! Merci à Frédéric à la réception pour son dévouement , Tina pour la suite Spiderman avec vue impressionnante sur le parc et le lac du Disney Village, et Nair pour nous avoir fait visiter et commenté les nombreux tableaux et oeuvres présentes à la réception de l'hôtel!  Enfin, merci à toutes les équipes pour leur gentillesse et leur dévouement à rendre notre séjour le plus agréable possible !!!  #castcompliment #disneylandparis",septembre,2021,La Roche-sur-Yon, France,septembre,2021,5,no,fr,46.6705431,-1.4269698,None,None,None,None,None
Top,"Un hôtel qui a été superbement rénové sous le thème Marvel . Pour les fans (ou non ! )allez y sans hésiter ! Personnel serviable, chambre superbes , propres . Le concept est bien pensé .  Piscine chauffée er agréable",septembre,2021,Châteauroux, France,août,2021,5,yes,fr,46.8203785,1.6770956,None,None,None,None,None
Installations et emplacement parfaits.,"L'hôtel est magnifique. Et son emplacement est très bon. Le personnel, en général, super attentionné et sympathique. La nourriture... mauvaise à la limite du très mauvais, même si c'est la tendance générale à Disney.Une suggestion pour l'hôtel, il n'est pas difficile d'avoir un peu plus de ""goût"" lors de la préparation des menus. Surtout pour les enfants, dont certains ont l'habitude de manger sainement et bien. Félicitations aux employés de l'hôtel pour le traitement magnifique et la patience.",septembre,2021,None, None,septembre,2021,4,yes,es,44.933143,7.540121,None,None,None,None,None
