dateSejour,situation,titre_comm,comm,loc,langue,dateAvis,note,photo
févr. 2020 , En couple,Top ,J adore ce parc.  C est mon préféré. Dommage que les files d attente soit si longues pour les attractions principales!Mais c tj magique Et fan de star wars allez y c le pied.,"Astaffort, France",fr,None,"5,0 sur 5 bulles",yes
févr. 2020, En famille,bof....,"Décçu de ce parc, autant Disneyland dépayse, autant studio me fait penser à des boites mises les unes ç côté des autres sans les décors.","Tousson, France",fr,None,"3,0 sur 5 bulles",no
nov. 2019, En famille,disney france,"Je vais ici répéter l'évaluation que j'ai faite de Disney Paris, Disney fait partie des endroits qu'il faut visiter au moins une fois dans sa vie. Le charme est hors de ce monde. L'effort qu'ils font pour vous rendre heureux est remarquable.Divisé en deux parcs, beaucoup plus petit que celui d'Orlando, mais au charme unique, il vaut le détour. La plupart des attractions sont les mêmes, mais les petites différences rendent les manèges uniques.Le spectacle de musique et de danse valait le déplacement.","Catanduva, SP",pt,None,"5,0 sur 5 bulles",yes
févr. 2020 , En couple,Ne vaut pas la peine,Parc petit et fade. Beaucoup de temps perdu. Faites la queue pour entrer et ensuite vous devez sortir et entrer dans une autre file d'attente pour aller dans l'autre parc à côté.,5 contributions,pt,None,"1,0 sur 5 bulles",no
févr. 2020 , En famille,Parc plus petit très cool,"Nous étions à Disney pendant 2 jours et avons décidé de faire ce parc en premier à cause des vents violents. Parce qu'il est plus petit, vous pouvez faire tous les manèges que vous voulez et voir des spectacles. Il a également une sensation ""dans les coulisses"" mais n'est pas aussi magique que le parc principal. Ils ont cependant les meilleures informations sur différents types d'animation et vous pouvez même assister à un didacticiel pour dessiner un personnage Disney. Nous avons Mickey ! Dans l'ensemble, un parc d'attractions.","Londres, UK",en,None,"4,0 sur 5 bulles",no
févr. 2020 , En famille,Très bien mais longues attentes ,"Les meilleures attractions selon moi de ce parc (par ordre d’intérêt)- animagique theater avec les comédies musicales de Disney en live- crush’s coaster Nemo: bien mais attente interminable de 90 à 120 minutes. Même à l’ouverture des hôtels du parc à 8h30 tout le monde se jette dessus. C’est une sorte de grand 8 pour enfants meme petits. - ratatouille- Hollywood tower - moteurs action (immanquable, j’adore)- rc racer","Laurens, France",fr,None,"4,0 sur 5 bulles",no
févr. 2020 , En famille,Seule déception le nombre d’attractions fermées ,Super visite avec nos enfants. L’attente reste acceptable seul regret le nombre d’attractions ferme vu le prix du billet. Le temps a été au rendez vous. Que de bons souvenirs encore une fois. ,"Châtenoy-le-Royal, France",fr,None,"4,0 sur 5 bulles",no
févr. 2020 , En famille,Très cher,Très cher par rapport à la proposition proposée. Des files d'attente interminables pour faire un carrousel. Le billet combiné avec le parc en vaut la peine.,105 contributions,it,None,"2,0 sur 5 bulles",no
févr. 2020 , En famille,"Grand parc, pas aussi grand que nous le pensions et longues files d'attente en février à mi-parcours","Nous avons aimé ce parc, même si beaucoup de choses étaient fermées et qu'aucune option FastPass n'était disponible sur les deux grands manèges comme annoncé. (Ils ont vraiment bien fonctionné dans le parc Disneyland) Nous avons fait la queue pour la tour de la terreur et nous avons adoré.","Berkhamsted, UK",en,None,"4,0 sur 5 bulles",no
févr. 2020 , En famille,Bien mais trop peux d attraction vivement 2021,Le parc est bien mais trop d attraction sont en rénovation du coup il y a beaucoup de queue pour les attractions restantes. Et il faut absolument ajouter un fast pass pour crush coaster... les parades Star Wars sont bien mais pas assez poussée pourquoi pas de vaisseau ou de combats il faudrait pousser le concept un peux plus loin.,"Porto-Vecchio, France",fr,None,"3,0 sur 5 bulles",yes
févr. 2020 , En famille,Les spectacles étaient très divertissants mais les files d'attente pour les principales attractions étaient bien trop longues. 80-120 minutes habituellement.,"Passé la journée pendant la période de mi-parcours. Si vous voulez les principales attractions, préparez-vous à faire la queue. Nous avons fait quelques-uns des spectacles et j'admettrai que j'ai été agréablement surpris par eux et que j'ai pris le dessus sur le voyage quelque peu décevant jusqu'à présent. C'est très cher et la conception du parc est quelque peu discutable.","Biggleswade, UK",en,None,"3,0 sur 5 bulles",no
févr. 2020 , En famille,"Personnel désagréable, files d'attente ridicules!","Quelle déception ! Petit, beaucoup de travaux d'entretien, des files d'attente ÉNORMES et juste pour tuer la magie un peu plus de personnel qui a l'air d'avoir été forcé de travailler là-bas ! Certainement pas de magie Disney à Paris. Je suis étonné que Disney ait même mis son nom sur ce fouillis de parc «à thème». Très décevant en effet. Je ne pense pas que nous ayons vu un seul membre du personnel lors de notre visite de trois jours (dans les deux parcs) qui avait l'air ravi de partager l'amour de Disney! Économisez votre argent, vous ferez moins la queue et trouverez des employés plus heureux et plus enthousiastes dans votre parc à thème local.","Newbury, UK",en,None,"1,0 sur 5 bulles",no
févr. 2020 , En famille,Reve ,"Parc surprenant et magique par ces décors et ses attractions. On y retrouve de tout: sensations forte, sensation enthousiasme, différents magasins avec de nouvelles choses dans chacun, spécialités en nourriture ( très recommandé de goûter les différents plats a proximité de gousteau), il y a vraiment de tout a tous les goûts.Si j’ai l’occasion d’y retourner, j’y retourne avec le même enthousiasme que les 2 jours que j’y ai passé!!Très recommandé.","Cancún, Mexique",fr,None,"5,0 sur 5 bulles",yes
févr. 2020 , En famille,Trop peu de trajets,"Avec mon mari et mes enfants âgés de 14 et 18 ans, nous y sommes allés la semaine 7. Selon leur site Web, il y avait un thème Star Wars - mais tout s'est déroulé à l'extérieur sur une scène. Ce n'était pas ce à quoi nous nous attendions ou ce que nous avions vu en ligne, nous avons donc été quelque peu déçus car il fait froid dehors pour regarder un spectacle à la lumière du jour. De plus, il y avait beaucoup trop peu de trajets car tout le monde devait faire la queue pendant environ 1 heure.","Soborg, Danemark",da,None,"3,0 sur 5 bulles",no
févr. 2020, Entre amis,Trop de fermetures,"Nous y sommes allés le dimanche 16 février, il y avait beaucoup de vent et donc des fermetures d'attractions (Ce qui est normal, nous comprennons) mais a cause des travaux que nécessite l'agrandissement du parc, une partie du parc est fermée du coup l'expérience disney Studio se fait rapide. Une baisse des prix pendant les travaux aurait été une bonne chose","Sarrebourg, France",fr,None,"4,0 sur 5 bulles",no
févr. 2020 , En couple,Plutôt déçu,"Endroit qui manque hélas de magie , les employés ont l'air énervés et sont assez désagréables. C'est vraiment dommage, nous sommes parqués dans les files d'attentes et peu informés , pour le prix ce n'est pas normal","Tours, France",fr,None,"3,0 sur 5 bulles",no
févr. 2020 , En solo,Scandaleux ,"Aller retour Nice Paris. 3 jours d entrées au parc + 3 jours d hôtel + les repas à des tarifs exorbitants et arrivés devant les studios Disney fermés. Aucun avis lors de la prise des Pass. BRAVO et aucunes réductions, bien sur !!!!","Cap-d'Ail, France",fr,None,"1,0 sur 5 bulles",no
janv. 2020 , En famille,formidable,"Lieu magique et ludique, nous avons apprécié les manèges, les rencontres avec les personnages et les spectacles. Fortement recommandé, nous reviendrons.","Vilassar de Mar, Espagne",es,None,"5,0 sur 5 bulles",no
févr. 2020, En famille,Très amusant,"Un endroit génial à visiter, beaucoup de choses à voir et à faire, de superbes manèges et attractions et il se passe toujours quelque chose autour du parc. Vous pouvez tout contourner facilement en une journée. J'attends déjà avec impatience notre prochaine visite.","Édimbourg, UK",en,None,"5,0 sur 5 bulles",no
févr. 2020 , En famille,Brillant,"Après avoir passé du temps dans le parc principal, c'était vraiment bien de s'évader et de visiter ce parc. C'est probablement l'un des manèges les plus innovants sur lesquels nous ayons été. Ratatouille est immersif et brillant et n'a jamais vieilli, les enfants ont adoré la balade en chien slinky. Nous n'avions pas besoin de faire d'autres manèges, les spectacles y étaient super et nous avons tous adoré le spectacle de cascades et les spectacles de Star Wars tout au long de la semaine. J'ai littéralement hâte de revenir.","Haltwhistle, UK",en,None,"5,0 sur 5 bulles",no
févr. 2020 , En famille,Pas notre parc préféré mais la magie est là,Difficile de rivaliser avec le parc Disney mais le Walt Disney Studios amène aussi sa part de magie avec le show de Dark Vador et Star Wars qui font vibrer le coeur des plus grands.On attend avec impatience le coin Avengers.1ere découverte de Ratatouille et des tortues de Nemo et j'en ai pris plein les yeux.Bonne idée le passage snack et boutiques au chaud et a l'abri avant d'entrer dans le parc lui même.Bravo pour la magie aussi dans ce parc.,"Paris, France",fr,None,"4,0 sur 5 bulles",yes
janv. 2020, En famille,Les vacances en couple se sont bien passées.,"Un peu comme Disneyland. Il convient de noter que si vous magasinez pour des t-shirts, des sweats à capuche, etc., il y a des tailles un peu petites et elles n'ont rien de plus grand qu'un 2XX qui est en fait un 1X s'il est étiré ! Nous avons passé un très bon moment.",31 contributions,en,None,"4,0 sur 5 bulles",no
févr. 2020, Entre amis,Petit mais costaud,"Faire l'ascenseur le plus tôt possible, après, tout le parc n'est qu'une longue file d'attente, l’accès à certaines animations est plutôt anarchique, ne pas trop se fier aux temps d'attente affichés.","Dordogne – Périgord, France",fr,None,"4,0 sur 5 bulles",no
févr. 2020 , En famille,Pas bien avec les personnes handicapées et l'homme était si impoli,"A Man on Star Wars section dearth Vader stormtroopers puis kyloren il m'a crié de sortir méfiant regardait mar gg stormtroopers wen je n'ai pas été mis en désactivation alors je suis allé près du personnel des membres, il a dit que rien ne l'a regardé alors dearth Vader et storm troopers sortir des barrières ne savait pas tout ce membre du personnel a dit que le départ était si grossier a beuglé mon fils autiste s'est levé a dit pourquoi tu parles à ma mère comme ça elle là-bas dans sa chaise tu l'as beuglé lui a fait peur il a répondu dis-lui pour sortir de façon non s'il vous plaît non merci maintenant alors après que je me suis plaint au personnel membre qui avait un ramasseur de litière a été montré dans un espace handicapé alors regardé à nouveau les stormtroopers personne ne nous a dit de suivre alors tout le monde a poussé et nous ne pouvions pas voir kylo dix donc je avait un fils autiste malheureux ayant des besoins spéciaux. Dans le système hep cat que, les pauvres ne pouvaient pas contourner un charmant café de dame qui m'a amené à une barrière avide jusqu'à la caisse et j'ai oublié son nom, elle a sorti des biscuits et nos boissons, elle a convenu que l'accès aux personnes handicapées n'était pas gluant, c'est dommage comme tour de ratouie et Mickey magician show frozen 2 mère stunt show amazing thenm Je les note excellent mais le côté handicapé étant beuglé n'est pas acceptable mais le storm trooper doit réaliser qu'ils m'indiquent, moi et mon fils, d'avoir une photo.",19 contributions,en,None,"2,0 sur 5 bulles",no
févr. 2020 , Entre amis,Beaucoup de choses différentes à faire!,"C'est charmant car ce ne sont pas que des manèges. Il y a un merveilleux théâtre et des attractions d'expérience. Honnêtement, c'est tellement magique!","Woking, UK",en,None,"5,0 sur 5 bulles",no
févr. 2020 , En famille,Genial,Un pur bonheur. 3j géniaux. Des attractions au top. Dépaysement complet. Des parades/ spectacles au top. ,"Fourques-sur-Garonne, France",fr,None,"5,0 sur 5 bulles",yes
févr. 2020 , En famille,Ruiner la magie et la perfection d'Eurodisney,"Vraiment une déception. Mal organisé. Chaotique, le personnel n'a rien à voir avec le personnel d'Eurodisney qui est très gentil. Tout est gelé mais en sous-effectif pour le nombre de personnes. Fermé de nombreuses activités... vraiment une déception.","Sestri Levante, Italie",it,None,"1,0 sur 5 bulles",yes
févr. 2020 , En famille,Silence on tourne !,"Parc plus petit centré sur le cinéma. Beaucoup d’animations et de spectacles.Attractions sympas mais on passe beaucoup de temps dans les files d’attentes.À faire en priorité la tour de la terreur, le crush, stitch et ratatouille.","Drancy, France",fr,None,"4,0 sur 5 bulles",yes
févr. 2020 , En famille,Trop peu d'attractions pour trop d'invités,"Ici, les temps d'attente sont systématiquement plus longs qu'à Disneyland, car les visiteurs sont répartis sur moins d'attractions. Le pass rapide n'est valable que pour deux (!) trajets - réfléchissez-y à deux fois. Nous avions mieux vu le spectacle de cascades dans d'autres parcs. Trop de choses ont été expliquées et trop peu montrées en si peu de temps. Regarder le spectacle Ice Queen avec une attente de 90 minutes, puis se lever n'était pas vraiment mouvementé non plus. Au moins, le ""Crush-Coaster"" en valait vraiment la peine, malgré les 80 minutes d'attente. Ici ça a commencé tranquillement, mais ensuite... Il vaut mieux choisir le trajet simple si possible. Dans l'ensemble, les enfants ont adoré, mais cela a été gâché par beaucoup d'attente.","Berlin, Allemagne",de,None,"3,0 sur 5 bulles",yes
févr. 2020, En famille,On adore,"Nous sommes des fans de Disneyland Paris, des 2 parcs.Même si, bien évidemment, on sait d'avance qu'on sera obligé d'attendre dans certains manèges… on a l'impression de retourner en enfance à chaque fois :-) Il faudrait peut être mettre en place des Fast Pass pour Crush Coster car les files d'attente sont horriblement longues mais sinon, on a pu bien s'organiser pour pouvoir tout faire dans la journée dans ce parc!GENIAL",12 contributions,fr,None,"5,0 sur 5 bulles",no
août 2019 , En famille,J'ai adoré !,"Un excellent complément à une journée à Disneyland Paris ! Nous avions des billets pour faire Disneyland Paris et Walt Disney Studios dans la même journée. Nous n'avons passé qu'une petite partie de notre journée dans cette partie du parc, mais c'était fantastique ! Nous avons vu la performance de Mickey et le magicien au studio Toom vers 13 heures. C'était un super spectacle et cela nous a également donné une excuse pour nous asseoir pendant un moment. Je suis la climatisation (il faisait 32 degrés humides à l'extérieur!) Il y avait beaucoup d'options pour manger et de belles zones herbeuses pour s'asseoir, et il y avait des boutiques et des souvenirs que le côté Disneyland Paris du parc n'avait pas. Les manèges étaient très, très occupés lors de notre visite et les temps de passage rapide sont tous tombés pendant l'heure du défilé principal à Disneyland Paris. Nous avons vraiment apprécié l'atmosphère, et c'était un peu plus calme que le parc principal.","Adelaïde, Australie",en,None,"5,0 sur 5 bulles",yes
févr. 2020 , En famille,Agréable mais petit,"Nous avons réservé la visite des studios jusqu'à notre soirée d'ouverture VIP qui faisait partie de notre forfait Veronica. Tout le parc pour nous ""seulement"" donc avec 300 invités néerlandais, les temps d'attente étaient agréables et courts, Rattatouille est très agréable et les montagnes russes des tortues sont cool. Assez à faire mais plus petit par rapport au parc Disney","Leiden, Pays-Bas",nl,None,"4,0 sur 5 bulles",no
janv. 2020, En famille,Décevant!,"Je trouve absurde de dire que ce pull fait partie de Disney World. Le parc est minuscule, il n'y a pas plus de 10 attractions, il n'y a pas d'arrêts célèbres et il n'y avait qu'un (UN !!!!) personnage disponible pour prendre une photo - même alors seulement pour ceux qui ont réservé dans une application. Imaginez être dans un parc Disney et ne pas voir Mickey ?? Eh bien, c'était mon cas. Prix ​​abusifs, peu d'attractions dans un parc minuscule, devoir payer un prix très cher pour le billet... Décidément, ce ""parc"" devrait être fermé car tel qu'il est, c'est une perte de temps et d'argent.",Niteroi,pt,None,"2,0 sur 5 bulles",no
févr. 2020, En famille,très bien mais petit,"Nous sommes allés dans les deux parcs un samedi et nous sommes allés dans celui-ci jusqu'à midi. C'est très bien, il y a des attractions incontournables (oh, Tour de la Terreur...) et très bien faites, comme Ratatouille. Le problème est, comme toujours, les files d'attente interminables, en particulier pour les montagnes russes de Crush et Toy Story. 2 heures de file d'attente, ce petit parc devient impossible à rouler du tout si vous n'y allez pas une journée entière. Mais cela vaut au moins la peine de profiter des attractions les plus importantes, bien sûr, avec des réductions sur les billets, si ce n'est pas très cher.","Alcorcon, Espagne",es,None,"4,0 sur 5 bulles",no
janv. 2020, En couple,Meilleur jour,"Nous y sommes allés en janvier et j'aime beaucoup ce parc, mais à la minute où il y a tellement de travaux de construction, vous n'avez pas besoin de si longtemps pour tout faire.","Hampshire, UK",en,None,"5,0 sur 5 bulles",no
janv. 2020 , En famille,Sans grand intérêt ,"Sans grand intérêt. Passée le studio 1 qui donne à l'entrée une belle prestance, c'est un peu sans saveur. Un enchevêtrement de différent style qui se mêlent mal les uns aux autres et manquent de cohérence. Cela semble vide... Des hangars peints et pas très jolis.Seul la reproduction de Paris est sublime et magique.La  seule attraction qui soit réellement intéressantes est crush coaster qui est congestionnée par plus de 40 min d attente dès 9h le matin ! Si vous ne dormez pas à l'hôtel vos chances de ne pas perdre une heure pour faire cette super attraction sont minces. Les parachutes ferment dès qu'il y a un brin de vent, avec une venue en janvier, nous avons été incapable de les faire. Ratatouille est assez sympa mais rien de transcendant. Bref sans grand intérêt à mon goût et loin d'avoir su créer de la magie. ","Ville du Mans, France",fr,None,"3,0 sur 5 bulles",no
févr. 2020, Voyage d'affaires,Un Bon Complément de Visite,"Le Parc Walt Disney Studios propose des attractions plus récentes et des animations ludiques, la visite est plus rapide que pour Disneyland mais le dépaysement est toujours à, d'une autre manière, c'est ce qui fait son charme","Montagnat, France",fr,None,"4,0 sur 5 bulles",no
févr. 2020 , En famille,Pas assez à faire,"Notre famille est de grands fans de Disney. Le problème avec ce parc est qu'il n'y a tout simplement pas assez d'attractions pour justifier une excursion d'une journée et donc le prix du billet. C'est dommage car certaines choses sont belles - la région de Ratatouille est bien thématisée et la variété de bons et de stands de boissons est bonne. Si vous optez pour un billet de trémie, c'est bien, mais je ne recommanderais pas de payer pour ce parc isolément - il est loin d'être aussi bon que le parc de Floride.",386 contributions,en,None,"2,0 sur 5 bulles",no
janv. 2020 , Entre amis,Lieu Magique !,C'est la première fois que je retourne à Disney depuis probablement 20 ans. Ma fille a adoré tout comme moi. Nous avions des pass magiques dans le cadre de l'hôtel Disney et ils en valaient bien la peine! Les foules ont vraiment repris après la fin du temps magique. Ce parc est définitivement plus adapté aux plus grands que Disneyland,"Lytham St Anne, UK",en,None,"5,0 sur 5 bulles",yes
janv. 2020 , En famille,quelques beaux jours,"Je dois admettre que je suis plus de l'autre parc. Mais celui-ci, bien qu'il soit plus petit, est super, bonnes attractions pour les plus petits, le spectacle gelé gagne beaucoup.Je vais commenter deux notes, l'une positive et l'autre négative. Ils sont de l'autre parc mais comme je me comprenais beaucoup je préfère le mettre dans celui-ci. Le positif dans le cinéma disney 4d à disneyland park nous avons rencontré Simona, une merveilleuse ouvrière qui a été très gentille avec nous et avec le petit un. Jouer avec elle pendant que nous attendions un 10. Mais je dois dire qu'ils sont très stricts à l'entrée des parcs concernant les cartes auxquelles ils se réfèrent. C'était notre premier jour, nous étions déjà allés plus d'une fois dans chaque parc et ils ont cessé de fonctionner. Il restait peu de temps pour commencer le bal des princesses, il n'y avait que celui-là et ils ne nous ont pas laissé passer. Nous avons dû le résoudre au fil du temps et mon petit s'est mis à pleurer car il allait le manquer. Ils n'avaient aucune compassion. Ayant la réservation sur papier toute la documentation mais ils nous ont donné le refus. Une dame très désagréable et sans cœur nommée Charlotte. Vous devez suivre certaines règles. Et je le comprends mais j'ai laissé mon mari réparer les cartes et ne laissez pas un petit avoir un tel mécontentement. N'oubliez pas que c'est magique et que manquer le spectacle fait vraiment mal à un enfant.A part ce moment désagréable, je tiens à dire qu'ils sont très gentils et amicaux. Mais il doit y avoir tout.","Madrid, Spain",es,None,"5,0 sur 5 bulles",no
janv. 2020, En famille,BIEN MAIS PEUT MIEUX FAIRE,nous arrivons d'une journée sur le parcpremière visite - le walt disney studioà part ratatouille et l'ascenseur rien d'autre ne nous a intéressésles tortues en panne - le reste pour les enfantssur le 1er parc par contre que du bonheurle personnel super extra sympa pas trop beau temps mais tant piset n'en déplaise à certaines ou certains nous étions mon mari et moi tous les 2 pour cette journéebientot à la retraite mais tellement heureux chez notre ami mickeyà refaire encore et encore(pst pour notre retraite nous renouvelons notre passeport et nous viendrons encore plus souvent...),Espagne,fr,None,"4,0 sur 5 bulles",no
août 2019, En famille,Ne vaut pas le temps,"Si vous avez un billet combiné pour vous garer et l'heure, planifiez-le. Sinon, sautez-le et profitez du parc principal. C'est petit en comparaison et ce n'est pas non plus le principal. Ferme plus tôt pour accueillir les gens pour le spectacle pétillant.","Hyderabad, Inde",en,None,"3,0 sur 5 bulles",no
janv. 2020 , En famille,Petit parc,En plein agrandissement le parcs Disney studio propose des attractions intéressantes. A voir ce que va donner la nou elle zone car pour le moment une demi journée peut suffire pour faire le tour des attractions et spectacles,"Terville, France",fr,None,"3,0 sur 5 bulles",yes
nov. 2019 , En famille,Étonnante,"Attractions très bien gérées, les files d'attente ne sont pas exagérées comme prévu, tout est très propre ! Je recommande fortement!","Golega, Portugal",pt,None,"5,0 sur 5 bulles",no
janv. 2020 , En famille,En attente de nouveautés ,"C’est plutôt « palissades land » en ce moment, espérons que cela apporte de nouvelles attractions nécessaires pour donner un peu plus de vie à ce parc...","Thonon-les-Bains, France",fr,None,"4,0 sur 5 bulles",yes
janv. 2020, En famille,Très petit parc,Un petit parc pourrait probablement tout faire en 1/2 journée. Pas beaucoup de manèges. A l'air bon marché et pas décoratif du tout.,82 contributions,en,None,"3,0 sur 5 bulles",no
janv. 2020 , Entre amis,Spectacle reine des neiges ,N’allez pas perdre votre temps au spectacle de la reine des neiges déjà il faut être là 1 h avant pour pouvoir rentrer alors que le parc est quasi vide alors en week end je pense qu’il faut dormir devant !! Spectacle quasi totale en anglais donc les enfants ne comprennent rien même la music t’en attendu est en anglais ma fille tellement déçue!! De plus tout le monde est debout autant dire que si vous n’êtes pas au premier rang vos enfants ne voient rien ! Et le spectacle en lui même très décevant pour Disney sans intérêt pour notre part ! Mes enfants 3 et 6 ans “ maman on a attendu si longtemps juste pour ça mais c’était nul en plus on a rien compris “ et c’est vrai ! ,"Crète, Grèce",fr,None,"3,0 sur 5 bulles",no
déc. 2019 , En famille,Billet combiné,"Nous avons réservé le forfait avec la possibilité de pouvoir visiter les deux parcs sans limite d'entrée pendant toute la durée du séjour, je pense que c'est une excellente solution car cela permet de profiter pleinement du parc. Dans les studios, il y a la plupart des attractions les plus modernes, il doit encore grandir mais c'est toujours un bon parc. Le seul défaut à mon sens est le merchandising trop centré sur Marvel et Star Wars, ignorant presque complètement les origines de Disney.","Rome, Italie",it,None,"4,0 sur 5 bulles",yes
janv. 2020 , En famille,En famille ,"Très jolie, propre beaucoup de monde, l’attente est longue. Mais les animations sont top, prévoir du temps ","Cherrueix, France",fr,None,"5,0 sur 5 bulles",no
janv. 2020 , En couple,Irréel,Mes enfants apprécient tellement plus les studios Walt Disney que Disney Land entre les différents spectacles autour d'avoir plus d'occasions de se rencontrer et de grandes stars de Disney un peu plus facilement.,"Clonmel, Irlande",en,None,"5,0 sur 5 bulles",no
déc. 2019 , Entre amis,Ne quittez pas Disneyland sans y entrer !!!!,"Mon voyage était de quelques jours à Disney. Et à cause des opinions et des forums, j'allais être à Disneyland pendant deux jours. Mais comme le premier jour nous pouvions voir presque tout le parc, le deuxième jour nous avons décidé d'entrer dans les Walt Disney Studios. Grand succès, et dire que j'allais partir sans entrer !!! Il y a plusieurs comédies musicales, tu vois Nicky, Minnie... on a aussi vu Elsa, Ana et Olaf. Spectaculaire, bien qu'il soit plus petit et tu le vois avant, je l'aimais mieux que Disneyland.","Vilalba, Espagne",es,None,"5,0 sur 5 bulles",no
janv. 2020 , En famille,Feu Alexia....,"Le parc est magnifique comme toujours, mais je mets une étoile pour attirer l'attention sur un problème survenu à la sortie le 17 janvier... A 16h30 nous avons été arrêtés par Alexia qui nous a demandé le reçu de la poussette louée à l'autre parc, elle l'a donné 'on a livré et elle nous fait remarquer qu'elle n'a pas de caution et que nous n'aurions pas pu sortir de l'autre parc, nous lui expliquons que personne ne nous a arrêté à l'autre parc, que non on nous a déjà parlé de caution, et qu'on va voir le défilé de 16h30... et d'un ton grossier elle nous oblige à aller payer une caution au service des poussettes des studios, cette manœuvre nous prend 40 minutes et au revoir défilé... je comprends que votre comportement est correct, dans la fidélité aux règles, mais l'erreur a été commise à la base par celui qui nous a laissé sortir du parc principal, donc parce qu'une erreur d'un de ses collègues doit peser sur de nos jours, et puis, où est le bon sens pour comprendre que si quelqu'un veut voler une poussette, il n'entre pas dans l'autre parc, mais une fois parti il ​​rentre chez lui... se rendant compte de la situation il aurait pu beaucoup mieux gérer le problème et surtout avec une meilleure attitude... rien n'a suffi à gâcher une merveilleuse journée...",78 contributions,it,None,"1,0 sur 5 bulles",no
janv. 2020 , En solo,Au top,"Ce parc devient très intéressant par ses spectacles, attractions, animations diverses... Nous y avons passé beaucoup de temps contrairement aux autre séjours effectués.Il nous tarde de voir les 3 autres mondes","Cité de Carcassonne, France",fr,None,"5,0 sur 5 bulles",no
janv. 2020 , En famille,Pour les attractions,"Moins bien rôdé et ficelé, de nombreux travaux et rénovation lèvent un peu de magie à ce parce mais entre star Wars, ratatouille et la 4eme dimension on ne peut être qu'enchanté... ","Manosque, France",fr,None,"5,0 sur 5 bulles",no
janv. 2020 , En famille,Un endroit charmant,Le laissez-passer annuel est le meilleur moyen pour ceux qui souhaitent visiter l'endroit plus de 4 jours dans l'année à venir. Un spectacle de courses et de cascades est le point culminant de cet endroit. De grandes attractions et des ques plus courtes en hiver. Nous avons adoré.,"Los Angeles, Californie",en,None,"5,0 sur 5 bulles",yes
déc. 2019, Entre amis,Ça ne s'est pas amélioré en six ans.,"Le Noël dernier, j'étais avec ma famille dans ce parc d'attractions, il y a 6 ans, la vérité est que ses attractions ne se sont pas améliorées ni beaucoup changées, de plus, il y avait du monde, on pouvait à peine marcher, JE NE RECOMMANDE PAS D'Y ALLER RENDEZ-VOUS.","Olesa de Montserrat, Espagne",es,None,"3,0 sur 5 bulles",no
janv. 2020, En famille,Dépaysement garanti,"Des thèmes qui changent régulièrement, des animations et des dcors travaillés, le thème Star Wars Légendes de la Force est particulièrement réussi tout comme celui de la Reine des Neiges","Faverney, France",fr,None,"5,0 sur 5 bulles",no
janv. 2020 , En famille,Réviser,"Assez inutile s'il est considéré comme un parc à part entière, s'il est considéré comme un remplissage pendant plusieurs jours à Disneyland, il peut même y rester, juste le temps d'une matinée.","Saronno, Italie",it,None,"1,0 sur 5 bulles",no
